contrast_id,task,manipulation,contrast_kind,nuisance_type,split,cluster_id,positive_state_id,negative_state_id,orientation,behavior_effect,mapping_id,layers,hidden_width,matched_variables,unmatched_variables
bandit-continue_incentive-5a5d03e95168fe8fc26e,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:41:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:41:stop=10:continue=-10,positive_is_more_persistence_promoting,2.1445204849475736,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:41"",""stop_payoff"":10}",
bandit-continue_incentive-9498e59d31064566c8f8,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:41:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:41:stop=20:continue=-10,positive_is_more_persistence_promoting,0.7234846405586737,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:41"",""stop_payoff"":20}",
bandit-continue_incentive-fd1e7f325acddd29938b,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:42:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:42:stop=-10:continue=-10,positive_is_more_persistence_promoting,2.0598114988364387,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:42"",""stop_payoff"":-10}",
bandit-continue_incentive-3326e0c23218c97f09b1,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:42:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:42:stop=0:continue=-10,positive_is_more_persistence_promoting,3.999793907315098,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:42"",""stop_payoff"":0}",
bandit-continue_incentive-f9df2bf9e51280907918,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:42:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:42:stop=10:continue=-10,positive_is_more_persistence_promoting,2.5141057322714033,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:42"",""stop_payoff"":10}",
bandit-continue_incentive-7925610cc6663b41c858,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:42:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:42:stop=20:continue=-10,positive_is_more_persistence_promoting,0.667468498688855,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:42"",""stop_payoff"":20}",
bandit-continue_incentive-ff3c910bd953f0f84cd3,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:43:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:43:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.6702631417344378,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:43"",""stop_payoff"":-10}",
bandit-continue_incentive-04957c258922a722e04b,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:43:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:43:stop=0:continue=-10,positive_is_more_persistence_promoting,3.379074014189772,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:43"",""stop_payoff"":0}",
bandit-continue_incentive-635a2a42869fa7706e7d,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:43:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:43:stop=10:continue=-10,positive_is_more_persistence_promoting,2.037069577780059,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:43"",""stop_payoff"":10}",
bandit-continue_incentive-a0b6df6f251221d5ee2d,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:43:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:43:stop=20:continue=-10,positive_is_more_persistence_promoting,0.5669223566140893,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:43"",""stop_payoff"":20}",
bandit-continue_incentive-4810826d7fdc131a95c9,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:44:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:44:stop=-10:continue=-10,positive_is_more_persistence_promoting,2.089184703338116,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:44"",""stop_payoff"":-10}",
bandit-continue_incentive-82984a627c75f20b9501,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:44:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:44:stop=0:continue=-10,positive_is_more_persistence_promoting,3.7052107163694714,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:44"",""stop_payoff"":0}",
bandit-continue_incentive-164c80178f8ee84dbbd7,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:44:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:44:stop=10:continue=-10,positive_is_more_persistence_promoting,2.3013906814033227,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:44"",""stop_payoff"":10}",
bandit-continue_incentive-b5cb41d69a362f1c6d8a,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:44:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:44:stop=20:continue=-10,positive_is_more_persistence_promoting,0.615438990758296,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:44"",""stop_payoff"":20}",
bandit-continue_incentive-5f903e2858b2d4d9a779,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:45:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:45:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.9278155540402864,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:45"",""stop_payoff"":-10}",
bandit-continue_incentive-5d25664de7f75655474f,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:45:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:45:stop=0:continue=-10,positive_is_more_persistence_promoting,3.59577787479466,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:45"",""stop_payoff"":0}",
bandit-continue_incentive-b4e80cbf2d1204673b6d,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:45:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:45:stop=10:continue=-10,positive_is_more_persistence_promoting,2.125,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:45"",""stop_payoff"":10}",
bandit-continue_incentive-28073c3a38b453bf0bda,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:45:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:45:stop=20:continue=-10,positive_is_more_persistence_promoting,0.5669223566140893,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:45"",""stop_payoff"":20}",
bandit-continue_incentive-ca2b16f5c6563212f326,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:46:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:46:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.4386673938271493,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:46"",""stop_payoff"":-10}",
bandit-continue_incentive-02acc245da846ea91f0d,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:46:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:46:stop=0:continue=-10,positive_is_more_persistence_promoting,3.1381515904645276,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:46"",""stop_payoff"":0}",
bandit-continue_incentive-b44e7fff393291ff1d43,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:46:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:46:stop=10:continue=-10,positive_is_more_persistence_promoting,1.7911891275446656,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:46"",""stop_payoff"":10}",
bandit-continue_incentive-2999a2f41081b70dbe49,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:46:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:46:stop=20:continue=-10,positive_is_more_persistence_promoting,0.44948526693977797,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:46"",""stop_payoff"":20}",
bandit-continue_incentive-7218ead2cbe72d981c42,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:47:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:47:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.8881515904645276,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:47"",""stop_payoff"":-10}",
bandit-continue_incentive-a02ab6ce8d4c4c9c3246,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:47:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:47:stop=0:continue=-10,positive_is_more_persistence_promoting,3.561779569433032,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:47"",""stop_payoff"":0}",
bandit-continue_incentive-eebeb0cbced8cec92259,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:47:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:47:stop=10:continue=-10,positive_is_more_persistence_promoting,2.228331357402908,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:47"",""stop_payoff"":10}",
bandit-continue_incentive-a3e458fb406498c4d902,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:47:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:47:stop=20:continue=-10,positive_is_more_persistence_promoting,0.6901885011635613,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:47"",""stop_payoff"":20}",
bandit-continue_incentive-56953a237a2deafe62a2,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:48:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:48:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.7692791301334125,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:48"",""stop_payoff"":-10}",
bandit-continue_incentive-5db628892688a3cdf9cb,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:48:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:48:stop=0:continue=-10,positive_is_more_persistence_promoting,3.2513356674215395,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:48"",""stop_payoff"":0}",
bandit-continue_incentive-4e1c88dc1abbe6b11c17,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:48:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:48:stop=10:continue=-10,positive_is_more_persistence_promoting,1.875,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:48"",""stop_payoff"":10}",
bandit-continue_incentive-3e89cfd7289090caed4e,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:48:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:48:stop=20:continue=-10,positive_is_more_persistence_promoting,0.5651885011635613,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:48"",""stop_payoff"":20}",
bandit-continue_incentive-96331af2fe55df2c0a21,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:49:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:49:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.7901384233783837,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:49"",""stop_payoff"":-10}",
bandit-continue_incentive-7443872c4b0b9a570e6f,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:49:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:49:stop=0:continue=-10,positive_is_more_persistence_promoting,3.5235511009311438,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:49"",""stop_payoff"":0}",
bandit-continue_incentive-f6101ea4dc442667d298,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:49:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:49:stop=10:continue=-10,positive_is_more_persistence_promoting,2.08981710651317,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:49"",""stop_payoff"":10}",
bandit-continue_incentive-60b2f38940d82876aff3,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:49:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:49:stop=20:continue=-10,positive_is_more_persistence_promoting,0.6057208698665875,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:49"",""stop_payoff"":20}",
bandit-continue_incentive-c16d40a2cd17f54238a9,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:5:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:5:stop=-10:continue=-10,positive_is_more_persistence_promoting,2.3664829478674356,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:5"",""stop_payoff"":-10}",
bandit-continue_incentive-f3a5cb5247c4ecbe4a32,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:5:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:5:stop=0:continue=-10,positive_is_more_persistence_promoting,4.43412160049505,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:5"",""stop_payoff"":0}",
bandit-continue_incentive-d10536882c2518ac4927,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:5:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:5:stop=10:continue=-10,positive_is_more_persistence_promoting,2.648594499137346,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:5"",""stop_payoff"":10}",
bandit-continue_incentive-c5975738a7277423aa5f,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:5:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:5:stop=20:continue=-10,positive_is_more_persistence_promoting,0.875,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:5"",""stop_payoff"":20}",
bandit-continue_incentive-ba62e8501aea1c642eaa,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:50:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:50:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.8524494579717938,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:50"",""stop_payoff"":-10}",
bandit-continue_incentive-2ea73f7e9474987b5782,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:50:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:50:stop=0:continue=-10,positive_is_more_persistence_promoting,3.4028520971652654,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:50"",""stop_payoff"":0}",
bandit-continue_incentive-773ad8768715383391f5,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:50:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:50:stop=10:continue=-10,positive_is_more_persistence_promoting,2.0957789450970594,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:50"",""stop_payoff"":10}",
bandit-continue_incentive-c59be035f5b2525af6e5,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:50:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:50:stop=20:continue=-10,positive_is_more_persistence_promoting,0.6118484095354724,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:50"",""stop_payoff"":20}",
bandit-continue_incentive-75b895f738cc68bbc78a,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:51:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:51:stop=-10:continue=-10,positive_is_more_persistence_promoting,2.0131515904645276,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:51"",""stop_payoff"":-10}",
bandit-continue_incentive-95dcf2f7921e81b24852,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:51:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:51:stop=0:continue=-10,positive_is_more_persistence_promoting,3.4544133700873765,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:51"",""stop_payoff"":0}",
bandit-continue_incentive-29460a2cdc294eb21cfa,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:51:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:51:stop=10:continue=-10,positive_is_more_persistence_promoting,2.2088108724553344,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:51"",""stop_payoff"":10}",
bandit-continue_incentive-b3138fcc6f183f1a5a33,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:51:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:51:stop=20:continue=-10,positive_is_more_persistence_promoting,0.8087382203771512,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:51"",""stop_payoff"":20}",
bandit-continue_incentive-7fdc0a91efd63ec07aac,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:52:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:52:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.8232284030688533,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:52"",""stop_payoff"":-10}",
bandit-continue_incentive-34408970549efc3b681e,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:52:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:52:stop=0:continue=-10,positive_is_more_persistence_promoting,3.5227125997062316,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:52"",""stop_payoff"":0}",
bandit-continue_incentive-0a1c3964a097cbfca11c,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:52:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:52:stop=10:continue=-10,positive_is_more_persistence_promoting,2.1010006263811043,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:52"",""stop_payoff"":10}",
bandit-continue_incentive-8463a9fa64915e5a7f68,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:52:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:52:stop=20:continue=-10,positive_is_more_persistence_promoting,0.5797368582655622,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:52"",""stop_payoff"":20}",
bandit-continue_incentive-232b76538f69d7409e13,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:53:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:53:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.7692791301334125,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:53"",""stop_payoff"":-10}",
bandit-continue_incentive-829602f7d06a73705bb8,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:53:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:53:stop=0:continue=-10,positive_is_more_persistence_promoting,3.490058075230472,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:53"",""stop_payoff"":0}",
bandit-continue_incentive-a0507154ecc53a360829,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:53:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:53:stop=10:continue=-10,positive_is_more_persistence_promoting,2.125,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:53"",""stop_payoff"":10}",
bandit-continue_incentive-5d12330554cb30041818,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:53:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:53:stop=20:continue=-10,positive_is_more_persistence_promoting,0.8514055008626542,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:53"",""stop_payoff"":20}",
bandit-continue_incentive-ea21ce817ce42669a879,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:54:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:54:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.9327055552432597,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:54"",""stop_payoff"":-10}",
bandit-continue_incentive-f0deb5256f40a3c4190a,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:54:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:54:stop=0:continue=-10,positive_is_more_persistence_promoting,3.6029686969776975,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:54"",""stop_payoff"":0}",
bandit-continue_incentive-021b2d0eb4d17c355ab7,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:54:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:54:stop=10:continue=-10,positive_is_more_persistence_promoting,2.25,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:54"",""stop_payoff"":10}",
bandit-continue_incentive-b2339c913a1b6efb5411,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:54:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:54:stop=20:continue=-10,positive_is_more_persistence_promoting,0.6209259858102278,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:54"",""stop_payoff"":20}",
bandit-continue_incentive-907ccfcbbefe58cea050,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:55:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:55:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.8457789450970594,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:55"",""stop_payoff"":-10}",
bandit-continue_incentive-ca1552f9bfaf41af2ea6,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:55:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:55:stop=0:continue=-10,positive_is_more_persistence_promoting,3.5131515904645276,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:55"",""stop_payoff"":0}",
bandit-continue_incentive-b08696f66a239e6ee2cd,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:55:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:55:stop=10:continue=-10,positive_is_more_persistence_promoting,2.125,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:55"",""stop_payoff"":10}",
bandit-continue_incentive-69d30d30a45b545b6c4a,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:55:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:55:stop=20:continue=-10,positive_is_more_persistence_promoting,0.6706680162159877,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:55"",""stop_payoff"":20}",
bandit-continue_incentive-cbf2e3892d07dfac897d,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:56:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:56:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.8391847033381161,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:56"",""stop_payoff"":-10}",
bandit-continue_incentive-53d3d722dd2583a1a8b2,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:56:stop=0:continue=10,seed-52041-pa-0.35-pb-0.35:56:stop=0:continue=-10,positive_is_more_persistence_promoting,3.7735511009311438,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:56"",""stop_payoff"":0}",
bandit-continue_incentive-3e5de8a7b84005612ba8,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:56:stop=10:continue=10,seed-52041-pa-0.35-pb-0.35:56:stop=10:continue=-10,positive_is_more_persistence_promoting,2.339184703338116,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:56"",""stop_payoff"":10}",
bandit-continue_incentive-ddb18b3e83aaf6998ce3,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:56:stop=20:continue=10,seed-52041-pa-0.35-pb-0.35:56:stop=20:continue=-10,positive_is_more_persistence_promoting,0.8444225858633203,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:56"",""stop_payoff"":20}",
bandit-continue_incentive-21aece2031521a6bdcf9,bandit,continue_incentive,persistence,,test,seed-52041-pa-0.35-pb-0.35,seed-52041-pa-0.35-pb-0.35:57:stop=-10:continue=10,seed-52041-pa-0.35-pb-0.35:57:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.7692791301334125,,32,2560,"{""base_state_id"":""seed-52041-pa-0.35-pb-0.35:57"",""stop_payoff"":-10}",
