action_lag_1,action_lag_2,action_lag_3,action_lag_5,bayes_a,bayes_b,bayes_best,bayes_gap,continue,cost_pressure,cumulative_progress,cumulative_score,disengagement_evidence,episode_id,estimated_continue_value,estimated_outside_value,failure_streak,log_round,mapping_id,normalized_time,oracle_continue_value,oracle_outside_value,oracle_p_a,oracle_p_b,oracle_relative_value,oracle_termination_advantage,outcome_after_choice,outcome_lag_1,outcome_lag_2,outcome_lag_3,outcome_lag_5,p_continue,p_disengage,pair_id,persistence_logit,previous_choice,previous_outcome,progress_evidence,relative_value,round,rw_a,rw_b,rw_best,rw_gap,second_previous_choice,semantic_choice,split,state_id,success_streak,task,task_bandit,task_foraging,task_solvability,termination_advantage
1.0,1.0,1.0,1.0,0.1875,0.3333333333333335,0.3333333333333335,0.14583333333333348,1,0.0,6.0,6.0,-0.3333333333333335,seed-12095-pa-0.20-pb-0.35,0.3333333333333335,0.0,2.0,3.332204510175204,bandit_abc,0.9642857142857143,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,3.0,3.0,0.9660538647085772,0.03394613529142275,seed-12095-pa-0.20-pb-0.35,3.3484445810050545,1.0,-2.0,-2.0,0.3333333333333335,27,-0.068695068359375,-1.92279052734375,-0.068695068359375,1.854095458984375,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:27,0.0,bandit,1.0,0.0,0.0,0.3333333333333335
1.0,1.0,1.0,1.0,0.0588235294117645,0.3333333333333335,0.3333333333333335,0.274509803921569,1,0.0,4.0,4.0,-0.3333333333333335,seed-12095-pa-0.20-pb-0.35,0.3333333333333335,0.0,3.0,3.367295829986474,bandit_abc,0.9655172413793104,-0.25,0.0,0.2,0.35,-0.25,-0.25,3.0,-2.0,-2.0,-2.0,-2.0,0.9784007696207302,0.021599230379269717,seed-12095-pa-0.20-pb-0.35,3.8132616875182244,1.0,-2.0,-2.0,0.3333333333333335,28,-1.0343475341796875,-1.92279052734375,-1.0343475341796875,0.8884429931640625,1.0,B,validation,seed-12095-pa-0.20-pb-0.35:28,0.0,bandit,1.0,0.0,0.0,0.3333333333333335
1.0,1.0,1.0,1.0,0.0588235294117645,0.5,0.5,0.4411764705882355,1,0.0,7.0,7.0,-0.5,seed-12095-pa-0.20-pb-0.35,0.5,0.0,0.0,3.4011973816621555,bandit_abc,0.9666666666666667,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,3.0,-2.0,-2.0,3.0,0.9844515428865244,0.015548457113475434,seed-12095-pa-0.20-pb-0.35,4.148123264139841,1.0,3.0,3.0,0.5,29,-1.0343475341796875,0.538604736328125,0.538604736328125,1.5729522705078125,1.0,B,validation,seed-12095-pa-0.20-pb-0.35:29,1.0,bandit,1.0,0.0,0.0,0.5
1.0,1.0,1.0,1.0,0.0588235294117645,0.3529411764705883,0.3529411764705883,0.2941176470588238,1,0.0,5.0,5.0,-0.3529411764705883,seed-12095-pa-0.20-pb-0.35,0.3529411764705883,0.0,1.0,3.4339872044851463,bandit_abc,0.967741935483871,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,3.0,-2.0,-2.0,0.9841237767461272,0.01587622325387274,seed-12095-pa-0.20-pb-0.35,4.126929081345374,1.0,-2.0,-2.0,0.3529411764705883,30,-1.0343475341796875,-0.7306976318359375,-0.7306976318359375,0.30364990234375,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:30,0.0,bandit,1.0,0.0,0.0,0.3529411764705883
1.0,1.0,1.0,1.0,-0.05555555555555558,0.3529411764705883,0.3529411764705883,0.4084967320261439,1,0.0,3.0,3.0,-0.3529411764705883,seed-12095-pa-0.20-pb-0.35,0.3529411764705883,0.0,2.0,3.4657359027997265,bandit_abc,0.96875,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,3.0,-2.0,0.9815501521166099,0.01844984788339003,seed-12095-pa-0.20-pb-0.35,3.9740769841801082,1.0,-2.0,-2.0,0.3529411764705883,31,-1.5171737670898438,-0.7306976318359375,-0.7306976318359375,0.7864761352539062,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:31,0.0,bandit,1.0,0.0,0.0,0.3529411764705883
1.0,1.0,1.0,1.0,-0.1578947368421053,0.3529411764705883,0.3529411764705883,0.5108359133126936,1,0.0,1.0,1.0,-0.3529411764705883,seed-12095-pa-0.20-pb-0.35,0.3529411764705883,0.0,3.0,3.4965075614664802,bandit_abc,0.9696969696969697,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,-2.0,-2.0,0.9710236545529858,0.02897634544701416,seed-12095-pa-0.20-pb-0.35,3.5118710061149017,1.0,-2.0,-2.0,0.3529411764705883,32,-1.7585868835449219,-0.7306976318359375,-0.7306976318359375,1.0278892517089844,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:32,0.0,bandit,1.0,0.0,0.0,0.3529411764705883
1.0,1.0,1.0,1.0,-0.25,0.3529411764705883,0.3529411764705883,0.6029411764705883,1,0.0,-1.0,-1.0,-0.3529411764705883,seed-12095-pa-0.20-pb-0.35,0.3529411764705883,0.0,4.0,3.5263605246161616,bandit_abc,0.9705882352941176,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,-2.0,3.0,0.969941112430426,0.030058887569574023,seed-12095-pa-0.20-pb-0.35,3.4740769841801082,1.0,-2.0,-2.0,0.3529411764705883,33,-1.879293441772461,-0.7306976318359375,-0.7306976318359375,1.1485958099365234,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:33,0.0,bandit,1.0,0.0,0.0,0.3529411764705883
1.0,1.0,1.0,1.0,-0.33333333333333326,0.3529411764705883,0.3529411764705883,0.6862745098039216,1,0.0,-3.0,-3.0,-0.3529411764705883,seed-12095-pa-0.20-pb-0.35,0.3529411764705883,0.0,5.0,3.5553480614894135,bandit_abc,0.9714285714285714,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,-2.0,-2.0,0.9629452152949165,0.03705478470508349,seed-12095-pa-0.20-pb-0.35,3.2575990353171704,1.0,-2.0,-2.0,0.3529411764705883,34,-1.9396467208862305,-0.7306976318359375,-0.7306976318359375,1.208949089050293,1.0,B,validation,seed-12095-pa-0.20-pb-0.35:34,0.0,bandit,1.0,0.0,0.0,0.3529411764705883
1.0,1.0,1.0,1.0,-0.33333333333333326,0.22222222222222232,0.22222222222222232,0.5555555555555556,1,0.0,-5.0,-5.0,-0.22222222222222232,seed-12095-pa-0.20-pb-0.35,0.22222222222222232,0.0,6.0,3.58351893845611,bandit_abc,0.9722222222222222,-0.25,0.0,0.2,0.35,-0.25,-0.25,3.0,-2.0,-2.0,-2.0,-2.0,0.9781977927773797,0.02180220722262021,seed-12095-pa-0.20-pb-0.35,3.8037006782765204,1.0,-2.0,-2.0,0.22222222222222232,35,-1.9396467208862305,-1.3653488159179688,-1.3653488159179688,0.5742979049682617,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:35,0.0,bandit,1.0,0.0,0.0,0.22222222222222232
1.0,1.0,1.0,1.0,-0.18181818181818188,0.22222222222222232,0.22222222222222232,0.4040404040404042,1,0.0,-2.0,-2.0,-0.22222222222222232,seed-12095-pa-0.20-pb-0.35,0.22222222222222232,0.0,0.0,3.6109179126442243,bandit_abc,0.972972972972973,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,3.0,-2.0,-2.0,-2.0,0.9883777911490169,0.011622208850983114,seed-12095-pa-0.20-pb-0.35,4.443147180559944,1.0,3.0,3.0,0.22222222222222232,36,0.5301766395568848,-1.3653488159179688,0.5301766395568848,1.8955254554748535,1.0,B,validation,seed-12095-pa-0.20-pb-0.35:36,1.0,bandit,1.0,0.0,0.0,0.22222222222222232
1.0,1.0,1.0,1.0,-0.18181818181818188,0.10526315789473673,0.10526315789473673,0.2870813397129186,1,0.0,-4.0,-4.0,-0.10526315789473673,seed-12095-pa-0.20-pb-0.35,0.10526315789473673,0.0,1.0,3.6375861597263857,bandit_abc,0.9736842105263158,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,3.0,-2.0,-2.0,0.9877132503550539,0.012286749644946023,seed-12095-pa-0.20-pb-0.35,4.386871006114902,1.0,-2.0,-2.0,0.10526315789473673,37,0.5301766395568848,-1.6826744079589844,0.5301766395568848,2.212851047515869,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:37,0.0,bandit,1.0,0.0,0.0,0.10526315789473673
1.0,1.0,1.0,1.0,-0.26086956521739135,0.10526315789473673,0.10526315789473673,0.3661327231121281,1,0.0,-6.0,-6.0,-0.10526315789473673,seed-12095-pa-0.20-pb-0.35,0.10526315789473673,0.0,2.0,3.6635616461296463,bandit_abc,0.9743589743589743,-0.25,0.0,0.2,0.35,-0.25,-0.25,3.0,-2.0,-2.0,3.0,-2.0,0.9852396360455395,0.014760363954460365,seed-12095-pa-0.20-pb-0.35,4.200939419878843,1.0,-2.0,-2.0,0.10526315789473673,38,-0.7349116802215576,-1.6826744079589844,-0.7349116802215576,0.9477627277374268,1.0,B,validation,seed-12095-pa-0.20-pb-0.35:38,0.0,bandit,1.0,0.0,0.0,0.10526315789473673
1.0,1.0,1.0,1.0,-0.26086956521739135,0.25,0.25,0.5108695652173914,1,0.0,-3.0,-3.0,-0.25,seed-12095-pa-0.20-pb-0.35,0.25,0.0,0.0,3.6888794541139363,bandit_abc,0.975,-0.25,0.0,0.2,0.35,-0.25,-0.25,3.0,3.0,-2.0,-2.0,-2.0,0.9909252851556862,0.009074714844313747,seed-12095-pa-0.20-pb-0.35,4.693147180559944,1.0,3.0,3.0,0.25,39,-0.7349116802215576,0.6586627960205078,0.6586627960205078,1.3935744762420654,1.0,B,validation,seed-12095-pa-0.20-pb-0.35:39,1.0,bandit,1.0,0.0,0.0,0.25
1.0,1.0,1.0,1.0,-0.26086956521739135,0.38095238095238093,0.38095238095238093,0.6418219461697723,1,0.0,0.0,0.0,-0.38095238095238093,seed-12095-pa-0.20-pb-0.35,0.38095238095238093,0.0,0.0,3.713572066704308,bandit_abc,0.975609756097561,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,3.0,3.0,-2.0,3.0,0.9824176897051393,0.01758231029486059,seed-12095-pa-0.20-pb-0.35,4.023123264139841,1.0,3.0,3.0,0.38095238095238093,40,-0.7349116802215576,1.829331398010254,1.829331398010254,2.5642430782318115,1.0,B,validation,seed-12095-pa-0.20-pb-0.35:40,2.0,bandit,1.0,0.0,0.0,0.38095238095238093
1.0,1.0,1.0,1.0,-0.26086956521739135,0.27272727272727293,0.27272727272727293,0.5335968379446643,1,0.0,-2.0,-2.0,-0.27272727272727293,seed-12095-pa-0.20-pb-0.35,0.27272727272727293,0.0,1.0,3.7376696182833684,bandit_abc,0.9761904761904762,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,3.0,3.0,-2.0,0.9939308228936689,0.006069177106331137,seed-12095-pa-0.20-pb-0.35,5.0984445810050545,1.0,-2.0,-2.0,0.27272727272727293,41,-0.7349116802215576,-0.08533430099487305,-0.08533430099487305,0.6495773792266846,1.0,B,validation,seed-12095-pa-0.20-pb-0.35:41,0.0,bandit,1.0,0.0,0.0,0.27272727272727293
1.0,1.0,1.0,1.0,-0.26086956521739135,0.17391304347826075,0.17391304347826075,0.4347826086956521,1,0.0,-4.0,-4.0,-0.17391304347826075,seed-12095-pa-0.20-pb-0.35,0.17391304347826075,0.0,2.0,3.7612001156935624,bandit_abc,0.9767441860465116,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,3.0,-2.0,0.9904049922569258,0.00959500774307412,seed-12095-pa-0.20-pb-0.35,4.636871006114902,1.0,-2.0,-2.0,0.17391304347826075,42,-0.7349116802215576,-1.0426671504974365,-0.7349116802215576,0.3077554702758789,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:42,0.0,bandit,1.0,0.0,0.0,0.17391304347826075
1.0,1.0,1.0,1.0,-0.33333333333333326,0.17391304347826075,0.17391304347826075,0.507246376811594,1,0.0,-6.0,-6.0,-0.17391304347826075,seed-12095-pa-0.20-pb-0.35,0.17391304347826075,0.0,3.0,3.784189633918261,bandit_abc,0.9772727272727273,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,-2.0,3.0,0.9903643107938789,0.0096356892061211,seed-12095-pa-0.20-pb-0.35,4.63259903531717,1.0,-2.0,-2.0,0.17391304347826075,43,-1.3674558401107788,-1.0426671504974365,-1.0426671504974365,0.3247886896133423,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:43,0.0,bandit,1.0,0.0,0.0,0.17391304347826075
1.0,1.0,1.0,1.0,-0.3999999999999999,0.17391304347826075,0.17391304347826075,0.5739130434782607,1,0.0,-8.0,-8.0,-0.17391304347826075,seed-12095-pa-0.20-pb-0.35,0.17391304347826075,0.0,4.0,3.8066624897703196,bandit_abc,0.9777777777777777,-0.25,0.0,0.2,0.35,-0.25,-0.25,3.0,-2.0,-2.0,-2.0,3.0,0.9890953241314047,0.010904675868595353,seed-12095-pa-0.20-pb-0.35,4.50759903531717,1.0,-2.0,-2.0,0.17391304347826075,44,-1.6837279200553894,-1.0426671504974365,-1.0426671504974365,0.6410607695579529,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:44,0.0,bandit,1.0,0.0,0.0,0.17391304347826075
1.0,1.0,1.0,1.0,-0.26923076923076916,0.17391304347826075,0.17391304347826075,0.4431438127090299,1,0.0,-5.0,-5.0,-0.17391304347826075,seed-12095-pa-0.20-pb-0.35,0.17391304347826075,0.0,0.0,3.828641396489095,bandit_abc,0.9782608695652174,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,3.0,-2.0,-2.0,-2.0,0.9948985870759728,0.005101412924027136,seed-12095-pa-0.20-pb-0.35,5.273123264139841,1.0,3.0,3.0,0.17391304347826075,45,0.6581360399723053,-1.0426671504974365,0.6581360399723053,1.7008031904697418,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:45,1.0,bandit,1.0,0.0,0.0,0.17391304347826075
1.0,1.0,1.0,1.0,-0.33333333333333326,0.17391304347826075,0.17391304347826075,0.507246376811594,1,0.0,-7.0,-7.0,-0.17391304347826075,seed-12095-pa-0.20-pb-0.35,0.17391304347826075,0.0,1.0,3.8501476017100584,bandit_abc,0.9787234042553191,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,3.0,-2.0,-2.0,0.9909252851556862,0.009074714844313747,seed-12095-pa-0.20-pb-0.35,4.693147180559944,1.0,-2.0,-2.0,0.17391304347826075,46,-0.6709319800138474,-1.0426671504974365,-0.6709319800138474,0.3717351704835892,1.0,B,validation,seed-12095-pa-0.20-pb-0.35:46,0.0,bandit,1.0,0.0,0.0,0.17391304347826075
1.0,1.0,1.0,1.0,-0.33333333333333326,0.08333333333333348,0.08333333333333348,0.41666666666666674,1,0.0,-9.0,-9.0,-0.08333333333333348,seed-12095-pa-0.20-pb-0.35,0.08333333333333348,0.0,2.0,3.871201010907891,bandit_abc,0.9791666666666666,-0.25,0.0,0.2,0.35,-0.25,-0.25,3.0,-2.0,-2.0,3.0,-2.0,0.991616934875962,0.008383065124037867,seed-12095-pa-0.20-pb-0.35,4.773123264139841,1.0,-2.0,-2.0,0.08333333333333348,47,-0.6709319800138474,-1.5213335752487183,-0.6709319800138474,0.8504015952348709,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:47,0.0,bandit,1.0,0.0,0.0,0.08333333333333348
1.0,1.0,1.0,1.0,-0.2142857142857142,0.08333333333333348,0.08333333333333348,0.29761904761904767,1,0.0,-6.0,-6.0,-0.08333333333333348,seed-12095-pa-0.20-pb-0.35,0.08333333333333348,0.0,0.0,3.8918202981106265,bandit_abc,0.9795918367346939,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,3.0,-2.0,-2.0,-2.0,0.9924796888577291,0.007520311142270931,seed-12095-pa-0.20-pb-0.35,4.88259903531717,1.0,3.0,3.0,0.08333333333333348,48,1.1645340099930763,-1.5213335752487183,1.1645340099930763,2.6858675852417946,1.0,A,validation,seed-12095-pa-0.20-pb-0.35:48,1.0,bandit,1.0,0.0,0.0,0.08333333333333348
1.0,1.0,1.0,1.0,-0.27586206896551735,0.08333333333333348,0.08333333333333348,0.35919540229885083,0,0.0,-8.0,-8.0,-0.08333333333333348,seed-12095-pa-0.20-pb-0.35,0.08333333333333348,0.0,1.0,3.912023005428146,bandit_abc,0.98,-0.25,0.0,0.2,0.35,-0.25,-0.25,0.0,-2.0,3.0,-2.0,3.0,0.9876612984715253,0.012338701528474622,seed-12095-pa-0.20-pb-0.35,4.38259903531717,1.0,-2.0,-2.0,0.08333333333333348,49,-0.41773299500346184,-1.5213335752487183,-0.41773299500346184,1.1036005802452564,1.0,C,validation,seed-12095-pa-0.20-pb-0.35:49,0.0,bandit,1.0,0.0,0.0,0.08333333333333348
0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1,0.0,0.0,0.0,-0.5,seed-12096-pa-0.20-pb-0.50,0.5,0.0,0.0,0.0,bandit_abc,0.0,0.5,0.0,0.2,0.5,0.5,0.5,-2.0,0.0,0.0,0.0,0.0,0.9852824796136144,0.014717520386385642,seed-12096-pa-0.20-pb-0.50,4.203889734292549,0.0,0.0,0.0,0.5,0,0.5,0.5,0.5,0.0,0.0,B,train,seed-12096-pa-0.20-pb-0.50:0,0.0,bandit,1.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,0.5,-0.33333333333333326,0.5,0.8333333333333333,1,0.0,-2.0,-2.0,-0.5,seed-12096-pa-0.20-pb-0.50,0.5,0.0,1.0,0.6931471805599453,bandit_abc,0.5,0.5,0.0,0.2,0.5,0.5,0.5,-2.0,-2.0,0.0,0.0,0.0,0.9529162476121508,0.04708375238784929,seed-12096-pa-0.20-pb-0.50,3.0075990353171704,1.0,-2.0,-2.0,0.5,1,0.5,-0.75,0.5,1.25,0.0,A,train,seed-12096-pa-0.20-pb-0.50:1,0.0,bandit,1.0,0.0,0.0,0.5
1.0,1.0,0.0,0.0,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,0.0,0,0.0,-4.0,-4.0,0.33333333333333326,seed-12096-pa-0.20-pb-0.50,-0.33333333333333326,0.0,2.0,1.0986122886681098,bandit_abc,0.6666666666666666,0.5,0.0,0.2,0.5,0.5,0.5,0.0,-2.0,-2.0,0.0,0.0,0.5469269032635296,0.45307309673647056,seed-12096-pa-0.20-pb-0.50,0.18826168751822436,1.0,-2.0,-2.0,-0.33333333333333326,2,-0.75,-0.75,-0.75,0.0,1.0,C,train,seed-12096-pa-0.20-pb-0.50:2,0.0,bandit,1.0,0.0,0.0,-0.33333333333333326
0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1,0.0,0.0,0.0,-0.5,seed-12097-pa-0.65-pb-0.35,0.5,0.0,0.0,0.0,bandit_abc,0.0,1.25,0.0,0.65,0.35,1.25,1.25,3.0,0.0,0.0,0.0,0.0,0.9852824796136144,0.014717520386385642,seed-12097-pa-0.65-pb-0.35,4.203889734292549,0.0,0.0,0.0,0.5,0,0.5,0.5,0.5,0.0,0.0,A,train,seed-12097-pa-0.65-pb-0.35:0,0.0,bandit,1.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,1.3333333333333335,0.5,1.3333333333333335,0.8333333333333335,1,0.0,3.0,3.0,-1.3333333333333335,seed-12097-pa-0.65-pb-0.35,1.3333333333333335,0.0,0.0,0.6931471805599453,bandit_abc,0.5,1.25,0.0,0.65,0.35,1.25,1.25,3.0,3.0,0.0,0.0,0.0,0.9882106660345499,0.011789333965450058,seed-12097-pa-0.65-pb-0.35,4.42870067827652,1.0,3.0,3.0,1.3333333333333335,1,1.75,0.5,1.75,1.25,0.0,A,train,seed-12097-pa-0.65-pb-0.35:1,1.0,bandit,1.0,0.0,0.0,1.3333333333333335
1.0,1.0,0.0,0.0,1.75,0.5,1.75,1.25,1,0.0,6.0,6.0,-1.75,seed-12097-pa-0.65-pb-0.35,1.75,0.0,0.0,1.0986122886681098,bandit_abc,0.6666666666666666,1.25,0.0,0.65,0.35,1.25,1.25,-2.0,3.0,3.0,0.0,0.0,0.9608874267293126,0.039112573270687456,seed-12097-pa-0.65-pb-0.35,3.201413277982752,1.0,3.0,3.0,1.75,2,2.375,0.5,2.375,1.875,1.0,A,train,seed-12097-pa-0.65-pb-0.35:2,2.0,bandit,1.0,0.0,0.0,1.75
1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,1,0.0,4.0,4.0,-1.0,seed-12097-pa-0.65-pb-0.35,1.0,0.0,1.0,1.3862943611198906,bandit_abc,0.75,1.25,0.0,0.65,0.35,1.25,1.25,3.0,-2.0,3.0,3.0,0.0,0.9686213071104618,0.031378692889538345,seed-12097-pa-0.65-pb-0.35,3.42974463538566,1.0,-2.0,-2.0,1.0,3,0.1875,0.5,0.5,0.3125,1.0,A,train,seed-12097-pa-0.65-pb-0.35:3,0.0,bandit,1.0,0.0,0.0,1.0
1.0,1.0,1.0,0.0,1.3333333333333335,0.5,1.3333333333333335,0.8333333333333335,1,0.0,7.0,7.0,-1.3333333333333335,seed-12097-pa-0.65-pb-0.35,1.3333333333333335,0.0,0.0,1.6094379124341003,bandit_abc,0.8,1.25,0.0,0.65,0.35,1.25,1.25,-2.0,3.0,-2.0,3.0,0.0,0.9850350671714517,0.014964932828548235,seed-12097-pa-0.65-pb-0.35,4.186967589003199,1.0,3.0,3.0,1.3333333333333335,4,1.59375,0.5,1.59375,1.09375,1.0,A,train,seed-12097-pa-0.65-pb-0.35:4,1.0,bandit,1.0,0.0,0.0,1.3333333333333335
1.0,1.0,1.0,1.0,0.8571428571428572,0.5,0.8571428571428572,0.3571428571428572,1,0.0,5.0,5.0,-0.8571428571428572,seed-12097-pa-0.65-pb-0.35,0.8571428571428572,0.0,1.0,1.791759469228055,bandit_abc,0.8333333333333334,1.25,0.0,0.65,0.35,1.25,1.25,3.0,-2.0,3.0,-2.0,3.0,0.9265745669817411,0.07342543301825898,seed-12097-pa-0.65-pb-0.35,2.5352241504380864,1.0,-2.0,-2.0,0.8571428571428572,5,-0.203125,0.5,0.5,0.703125,1.0,A,train,seed-12097-pa-0.65-pb-0.35:5,0.0,bandit,1.0,0.0,0.0,0.8571428571428572
1.0,1.0,1.0,1.0,1.125,0.5,1.125,0.625,1,0.0,8.0,8.0,-1.125,seed-12097-pa-0.65-pb-0.35,1.125,0.0,0.0,1.9459101490553132,bandit_abc,0.8571428571428571,1.25,0.0,0.65,0.35,1.25,1.25,-2.0,3.0,-2.0,3.0,3.0,0.986454213499158,0.013545786500842094,seed-12097-pa-0.65-pb-0.35,4.2880413716877825,1.0,3.0,3.0,1.125,6,1.3984375,0.5,1.3984375,0.8984375,1.0,A,train,seed-12097-pa-0.65-pb-0.35:6,1.0,bandit,1.0,0.0,0.0,1.125
1.0,1.0,1.0,1.0,0.7777777777777777,0.5,0.7777777777777777,0.2777777777777777,1,0.0,6.0,6.0,-0.7777777777777777,seed-12097-pa-0.65-pb-0.35,0.7777777777777777,0.0,1.0,2.0794415416798357,bandit_abc,0.875,1.25,0.0,0.65,0.35,1.25,1.25,3.0,-2.0,3.0,-2.0,-2.0,0.9392219022245357,0.060778097775464245,seed-12097-pa-0.65-pb-0.35,2.7378222787715707,1.0,-2.0,-2.0,0.7777777777777777,7,-0.30078125,0.5,0.5,0.80078125,1.0,A,train,seed-12097-pa-0.65-pb-0.35:7,0.0,bandit,1.0,0.0,0.0,0.7777777777777777
1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1,0.0,9.0,9.0,-1.0,seed-12097-pa-0.65-pb-0.35,1.0,0.0,0.0,2.1972245773362196,bandit_abc,0.8888888888888888,1.25,0.0,0.65,0.35,1.25,1.25,3.0,3.0,-2.0,3.0,3.0,0.9686254873561321,0.03137451264386782,seed-12097-pa-0.65-pb-0.35,3.429882179158078,1.0,3.0,3.0,1.0,8,1.349609375,0.5,1.349609375,0.849609375,1.0,A,train,seed-12097-pa-0.65-pb-0.35:8,1.0,bandit,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.1818181818181817,0.5,1.1818181818181817,0.6818181818181817,1,0.0,12.0,12.0,-1.1818181818181817,seed-12097-pa-0.65-pb-0.35,1.1818181818181817,0.0,0.0,2.302585092994046,bandit_abc,0.9,1.25,0.0,0.65,0.35,1.25,1.25,-2.0,3.0,3.0,-2.0,-2.0,0.9648370952404819,0.03516290475951824,seed-12097-pa-0.65-pb-0.35,3.311967589003199,1.0,3.0,3.0,1.1818181818181817,9,2.1748046875,0.5,2.1748046875,1.6748046875,1.0,A,train,seed-12097-pa-0.65-pb-0.35:9,2.0,bandit,1.0,0.0,0.0,1.1818181818181817
1.0,1.0,1.0,1.0,0.9166666666666665,0.5,0.9166666666666665,0.4166666666666665,1,0.0,10.0,10.0,-0.9166666666666665,seed-12097-pa-0.65-pb-0.35,0.9166666666666665,0.0,1.0,2.3978952727983707,bandit_abc,0.9090909090909091,1.25,0.0,0.65,0.35,1.25,1.25,-2.0,-2.0,3.0,3.0,3.0,0.9603408883209933,0.03965911167900674,seed-12097-pa-0.65-pb-0.35,3.186967589003199,1.0,-2.0,-2.0,0.9166666666666665,10,0.08740234375,0.5,0.5,0.41259765625,1.0,A,train,seed-12097-pa-0.65-pb-0.35:10,0.0,bandit,1.0,0.0,0.0,0.9166666666666665
1.0,1.0,1.0,1.0,0.6923076923076925,0.5,0.6923076923076925,0.1923076923076925,1,0.0,8.0,8.0,-0.6923076923076925,seed-12097-pa-0.65-pb-0.35,0.6923076923076925,0.0,2.0,2.4849066497880004,bandit_abc,0.9166666666666666,1.25,0.0,0.65,0.35,1.25,1.25,3.0,-2.0,-2.0,3.0,-2.0,0.9215748595498306,0.07842514045016939,seed-12097-pa-0.65-pb-0.35,2.4639394654749402,1.0,-2.0,-2.0,0.6923076923076925,11,-0.956298828125,0.5,0.5,1.456298828125,1.0,A,train,seed-12097-pa-0.65-pb-0.35:11,0.0,bandit,1.0,0.0,0.0,0.6923076923076925
1.0,1.0,1.0,1.0,0.8571428571428572,0.5,0.8571428571428572,0.3571428571428572,1,0.0,11.0,11.0,-0.8571428571428572,seed-12097-pa-0.65-pb-0.35,0.8571428571428572,0.0,0.0,2.5649493574615367,bandit_abc,0.9230769230769231,1.25,0.0,0.65,0.35,1.25,1.25,-2.0,3.0,-2.0,-2.0,3.0,0.9802518636649589,0.01974813633504096,seed-12097-pa-0.65-pb-0.35,3.90475041827262,1.0,3.0,3.0,0.8571428571428572,12,1.0218505859375,0.5,1.0218505859375,0.5218505859375,1.0,A,train,seed-12097-pa-0.65-pb-0.35:12,1.0,bandit,1.0,0.0,0.0,0.8571428571428572
1.0,1.0,1.0,1.0,0.6666666666666665,0.5,0.6666666666666665,0.16666666666666652,1,0.0,9.0,9.0,-0.6666666666666665,seed-12097-pa-0.65-pb-0.35,0.6666666666666665,0.0,1.0,2.6390573296152584,bandit_abc,0.9285714285714286,1.25,0.0,0.65,0.35,1.25,1.25,-2.0,-2.0,3.0,-2.0,3.0,0.9606432721221329,0.03935672787786721,seed-12097-pa-0.65-pb-0.35,3.1949361996449746,1.0,-2.0,-2.0,0.6666666666666665,13,-0.48907470703125,0.5,0.5,0.98907470703125,1.0,A,train,seed-12097-pa-0.65-pb-0.35:13,0.0,bandit,1.0,0.0,0.0,0.6666666666666665
