action_lag_1,action_lag_2,action_lag_3,action_lag_5,attempt_cost,attempts_used,bayes_progress_probability,continue,cost_pressure,cumulative_cost,cumulative_progress,disengagement_evidence,displayed_progress_cue,episode_id,estimated_continue_value,estimated_outside_value,failure_streak,give_up_value,log_round,mapping_id,max_attempts,normalized_time,oracle_continue_value,oracle_outside_value,oracle_progress_probability,oracle_relative_value,oracle_termination_advantage,outcome_after_choice,outcome_lag_1,outcome_lag_2,outcome_lag_3,outcome_lag_5,p_continue,p_disengage,pair_id,persistence_logit,previous_choice,previous_outcome,progress_count,progress_evidence,relative_value,round,second_previous_choice,semantic_choice,split,state_id,success_streak,task,task_bandit,task_foraging,task_solvability,termination_advantage
1.0,1.0,1.0,0.0,0.0,3.0,0.9,1,0.0,0.0,3.0,-0.9,1.0,solvability-pair-0072094-try_again_n,0.9,0.0,0.0,0.0,1.3862943611198906,try_again_n,8.0,0.375,0.8,0.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,0.0,0.9980732653366725,0.0019267346633274755,solvability-pair-0072094,6.25,1.0,1.0,3.0,3.0,0.9,3,1.0,TRY_AGAIN,train,solvability-pair-0072094-try_again_n:3,3.0,solvability,0.0,0.0,1.0,0.9
1.0,1.0,1.0,0.0,0.0,4.0,0.9166666666666666,1,0.0,0.0,4.0,-0.9166666666666666,1.0,solvability-pair-0072094-try_again_n,0.9166666666666666,0.0,0.0,0.0,1.6094379124341003,try_again_n,8.0,0.5,0.8,0.0,0.8,0.8,0.8,-1.0,1.0,1.0,1.0,0.0,0.9796676466573412,0.020332353342658753,solvability-pair-0072094,3.875,1.0,1.0,4.0,4.0,0.9166666666666666,4,1.0,TRY_AGAIN,train,solvability-pair-0072094-try_again_n:4,4.0,solvability,0.0,0.0,1.0,0.9166666666666666
1.0,1.0,1.0,1.0,0.0,5.0,0.7857142857142857,0,0.0,0.0,3.0,-0.7857142857142857,1.0,solvability-pair-0072094-try_again_n,0.7857142857142857,0.0,1.0,0.0,1.791759469228055,try_again_n,8.0,0.625,0.8,0.0,0.8,0.8,0.8,0.0,-1.0,1.0,1.0,1.0,0.4073334000459302,0.5926665999540697,solvability-pair-0072094,-0.375,1.0,-1.0,4.0,4.0,0.7857142857142857,5,1.0,GIVE_UP,train,solvability-pair-0072094-try_again_n:5,0.0,solvability,0.0,0.0,1.0,0.7857142857142857
0.0,0.0,0.0,0.0,1.0,0.0,0.75,0,1.0,0.0,0.0,2.25,1.0,solvability-pair-0072095-try_again_m,-0.25,2.0,0.0,2.0,0.0,try_again_m,8.0,0.0,-0.19999999999999996,2.0,0.8,-2.2,-2.2,0.0,0.0,0.0,0.0,0.0,0.9399133498259924,0.06008665017400762,solvability-pair-0072095,2.75,0.0,0.0,0.0,0.0,-2.25,0,0.0,GIVE_UP,train,solvability-pair-0072095-try_again_m:0,0.0,solvability,0.0,0.0,1.0,-2.25
0.0,0.0,0.0,0.0,1.0,0.0,0.75,0,1.0,0.0,0.0,2.25,1.0,solvability-pair-0072095-try_again_n,-0.25,2.0,0.0,2.0,0.0,try_again_n,8.0,0.0,-0.19999999999999996,2.0,0.8,-2.2,-2.2,0.0,0.0,0.0,0.0,0.0,0.679178699175393,0.32082130082460697,solvability-pair-0072095,0.75,0.0,0.0,0.0,0.0,-2.25,0,0.0,GIVE_UP,train,solvability-pair-0072095-try_again_n:0,0.0,solvability,0.0,0.0,1.0,-2.25
0.0,0.0,0.0,0.0,0.0,0.0,0.75,1,0.0,0.0,0.0,1.25,1.0,solvability-pair-0072096-try_again_m,0.75,2.0,0.0,2.0,0.0,try_again_m,8.0,0.0,0.8,2.0,0.8,-1.2,-1.2,1.0,0.0,0.0,0.0,0.0,0.9770226300899744,0.02297736991002561,solvability-pair-0072096,3.75,0.0,0.0,0.0,0.0,-1.25,0,0.0,TRY_AGAIN,train,solvability-pair-0072096-try_again_m:0,0.0,solvability,0.0,0.0,1.0,-1.25
1.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,1,0.0,0.0,1.0,1.1666666666666665,1.0,solvability-pair-0072096-try_again_m,0.8333333333333334,2.0,0.0,2.0,0.6931471805599453,try_again_m,8.0,0.125,0.8,2.0,0.8,-1.2,-1.2,1.0,1.0,0.0,0.0,0.0,0.9996646498695336,0.00033535013046647816,solvability-pair-0072096,8.0,1.0,1.0,1.0,1.0,-1.1666666666666665,1,0.0,TRY_AGAIN,train,solvability-pair-0072096-try_again_m:1,1.0,solvability,0.0,0.0,1.0,-1.1666666666666665
1.0,1.0,0.0,0.0,0.0,2.0,0.875,1,0.0,0.0,2.0,1.125,1.0,solvability-pair-0072096-try_again_m,0.875,2.0,0.0,2.0,1.0986122886681098,try_again_m,8.0,0.25,0.8,2.0,0.8,-1.2,-1.2,1.0,1.0,1.0,0.0,0.0,0.9924227587321393,0.007577241267860811,solvability-pair-0072096,4.875,1.0,1.0,2.0,2.0,-1.125,2,1.0,TRY_AGAIN,train,solvability-pair-0072096-try_again_m:2,2.0,solvability,0.0,0.0,1.0,-1.125
1.0,1.0,1.0,0.0,0.0,3.0,0.9,1,0.0,0.0,3.0,1.1,1.0,solvability-pair-0072096-try_again_m,0.9,2.0,0.0,2.0,1.3862943611198906,try_again_m,8.0,0.375,0.8,2.0,0.8,-1.2,-1.2,1.0,1.0,1.0,1.0,0.0,0.9859363729567544,0.014063627043245474,solvability-pair-0072096,4.25,1.0,1.0,3.0,3.0,-1.1,3,1.0,TRY_AGAIN,train,solvability-pair-0072096-try_again_m:3,3.0,solvability,0.0,0.0,1.0,-1.1
1.0,1.0,1.0,0.0,0.0,4.0,0.9166666666666666,1,0.0,0.0,4.0,1.0833333333333335,1.0,solvability-pair-0072096-try_again_m,0.9166666666666666,2.0,0.0,2.0,1.6094379124341003,try_again_m,8.0,0.5,0.8,2.0,0.8,-1.2,-1.2,1.0,1.0,1.0,1.0,0.0,0.9579122720843811,0.04208772791561884,solvability-pair-0072096,3.125,1.0,1.0,4.0,4.0,-1.0833333333333335,4,1.0,TRY_AGAIN,train,solvability-pair-0072096-try_again_m:4,4.0,solvability,0.0,0.0,1.0,-1.0833333333333335
1.0,1.0,1.0,1.0,0.0,5.0,0.9285714285714286,1,0.0,0.0,5.0,1.0714285714285714,1.0,solvability-pair-0072096-try_again_m,0.9285714285714286,2.0,0.0,2.0,1.791759469228055,try_again_m,8.0,0.625,0.8,2.0,0.8,-1.2,-1.2,-1.0,1.0,1.0,1.0,1.0,0.8933094060543487,0.10669059394565118,solvability-pair-0072096,2.125,1.0,1.0,5.0,5.0,-1.0714285714285714,5,1.0,TRY_AGAIN,train,solvability-pair-0072096-try_again_m:5,5.0,solvability,0.0,0.0,1.0,-1.0714285714285714
1.0,1.0,1.0,1.0,0.0,6.0,0.8125,0,0.0,0.0,4.0,1.1875,1.0,solvability-pair-0072096-try_again_m,0.8125,2.0,1.0,2.0,1.9459101490553132,try_again_m,8.0,0.75,0.8,2.0,0.8,-1.2,-1.2,0.0,-1.0,1.0,1.0,1.0,0.2689414213699951,0.7310585786300049,solvability-pair-0072096,-1.0,1.0,-1.0,5.0,5.0,-1.1875,6,1.0,GIVE_UP,train,solvability-pair-0072096-try_again_m:6,0.0,solvability,0.0,0.0,1.0,-1.1875
0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0.0,0.0,0.0,1.25,1.0,solvability-pair-0072096-try_again_n,0.75,2.0,0.0,2.0,0.0,try_again_n,8.0,0.0,0.8,2.0,0.8,-1.2,-1.2,0.0,0.0,0.0,0.0,0.0,0.7772998611746911,0.22270013882530884,solvability-pair-0072096,1.25,0.0,0.0,0.0,0.0,-1.25,0,0.0,GIVE_UP,train,solvability-pair-0072096-try_again_n:0,0.0,solvability,0.0,0.0,1.0,-1.25
0.0,0.0,0.0,0.0,1.0,0.0,0.5,0,1.0,0.0,0.0,2.5,0.0,solvability-pair-0072097-try_again_m,-0.5,2.0,0.0,2.0,0.0,try_again_m,8.0,0.0,-0.5,2.0,0.5,-2.5,-2.5,0.0,0.0,0.0,0.0,0.0,0.46879062662624377,0.5312093733737563,solvability-pair-0072097,-0.125,0.0,0.0,0.0,0.0,-2.5,0,0.0,GIVE_UP,train,solvability-pair-0072097-try_again_m:0,0.0,solvability,0.0,0.0,1.0,-2.5
0.0,0.0,0.0,0.0,1.0,0.0,0.5,0,1.0,0.0,0.0,2.5,0.0,solvability-pair-0072097-try_again_n,-0.5,2.0,0.0,2.0,0.0,try_again_n,8.0,0.0,-0.5,2.0,0.5,-2.5,-2.5,0.0,0.0,0.0,0.0,0.0,0.22270013882530884,0.7772998611746911,solvability-pair-0072097,-1.25,0.0,0.0,0.0,0.0,-2.5,0,0.0,GIVE_UP,train,solvability-pair-0072097-try_again_n:0,0.0,solvability,0.0,0.0,1.0,-2.5
0.0,0.0,0.0,0.0,1.0,0.0,0.5,0,1.0,0.0,0.0,0.5,0.0,solvability-pair-0072098-try_again_m,-0.5,0.0,0.0,0.0,0.0,try_again_m,8.0,0.0,-0.5,0.0,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.5621765008857981,0.4378234991142019,solvability-pair-0072098,0.25,0.0,0.0,0.0,0.0,-0.5,0,0.0,GIVE_UP,train,solvability-pair-0072098-try_again_m:0,0.0,solvability,0.0,0.0,1.0,-0.5
0.0,0.0,0.0,0.0,1.0,0.0,0.5,0,1.0,0.0,0.0,0.5,0.0,solvability-pair-0072098-try_again_n,-0.5,0.0,0.0,0.0,0.0,try_again_n,8.0,0.0,-0.5,0.0,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.2689414213699951,0.7310585786300049,solvability-pair-0072098,-1.0,0.0,0.0,0.0,0.0,-0.5,0,0.0,GIVE_UP,train,solvability-pair-0072098-try_again_n:0,0.0,solvability,0.0,0.0,1.0,-0.5
0.0,0.0,0.0,0.0,1.0,0.0,0.25,0,1.0,0.0,0.0,2.75,-1.0,solvability-pair-0072099-try_again_m,-0.75,2.0,0.0,2.0,0.0,try_again_m,8.0,0.0,-0.8,2.0,0.2,-2.8,-2.8,0.0,0.0,0.0,0.0,0.0,0.32082130082460697,0.679178699175393,solvability-pair-0072099,-0.75,0.0,0.0,0.0,0.0,-2.75,0,0.0,GIVE_UP,validation,solvability-pair-0072099-try_again_m:0,0.0,solvability,0.0,0.0,1.0,-2.75
0.0,0.0,0.0,0.0,1.0,0.0,0.25,0,1.0,0.0,0.0,2.75,-1.0,solvability-pair-0072099-try_again_n,-0.75,2.0,0.0,2.0,0.0,try_again_n,8.0,0.0,-0.8,2.0,0.2,-2.8,-2.8,0.0,0.0,0.0,0.0,0.0,0.18242552380635632,0.8175744761936437,solvability-pair-0072099,-1.5,0.0,0.0,0.0,0.0,-2.75,0,0.0,GIVE_UP,validation,solvability-pair-0072099-try_again_n:0,0.0,solvability,0.0,0.0,1.0,-2.75
0.0,0.0,0.0,0.0,1.0,0.0,0.75,1,1.0,0.0,0.0,0.25,1.0,solvability-pair-0072100-try_again_m,-0.25,0.0,0.0,0.0,0.0,try_again_m,8.0,0.0,-0.19999999999999996,0.0,0.8,-0.19999999999999996,-0.19999999999999996,1.0,0.0,0.0,0.0,0.0,0.9626731126558706,0.037326887344129464,solvability-pair-0072100,3.25,0.0,0.0,0.0,0.0,-0.25,0,0.0,TRY_AGAIN,train,solvability-pair-0072100-try_again_m:0,0.0,solvability,0.0,0.0,1.0,-0.25
1.0,0.0,0.0,0.0,1.0,1.0,0.8333333333333334,1,1.0,1.0,1.0,0.16666666666666663,1.0,solvability-pair-0072100-try_again_m,-0.16666666666666663,0.0,0.0,0.0,0.6931471805599453,try_again_m,8.0,0.125,-0.19999999999999996,0.0,0.8,-0.19999999999999996,-0.19999999999999996,1.0,1.0,0.0,0.0,0.0,0.9995694429186754,0.00043055708132461493,solvability-pair-0072100,7.75,1.0,1.0,1.0,1.0,-0.16666666666666663,1,0.0,TRY_AGAIN,train,solvability-pair-0072100-try_again_m:1,1.0,solvability,0.0,0.0,1.0,-0.16666666666666663
1.0,1.0,0.0,0.0,1.0,2.0,0.875,1,1.0,2.0,2.0,0.125,1.0,solvability-pair-0072100-try_again_m,-0.125,0.0,0.0,0.0,1.0986122886681098,try_again_m,8.0,0.25,-0.19999999999999996,0.0,0.8,-0.19999999999999996,-0.19999999999999996,1.0,1.0,1.0,0.0,0.0,0.991422514586288,0.008577485413711986,solvability-pair-0072100,4.75,1.0,1.0,2.0,2.0,-0.125,2,1.0,TRY_AGAIN,train,solvability-pair-0072100-try_again_m:2,2.0,solvability,0.0,0.0,1.0,-0.125
1.0,1.0,1.0,0.0,1.0,3.0,0.9,1,1.0,3.0,3.0,0.09999999999999998,1.0,solvability-pair-0072100-try_again_m,-0.09999999999999998,0.0,0.0,0.0,1.3862943611198906,try_again_m,8.0,0.375,-0.19999999999999996,0.0,0.8,-0.19999999999999996,-0.19999999999999996,-1.0,1.0,1.0,1.0,0.0,0.9770226300899744,0.02297736991002561,solvability-pair-0072100,3.75,1.0,1.0,3.0,3.0,-0.09999999999999998,3,1.0,TRY_AGAIN,train,solvability-pair-0072100-try_again_m:3,3.0,solvability,0.0,0.0,1.0,-0.09999999999999998
1.0,1.0,1.0,0.0,1.0,4.0,0.75,0,1.0,4.0,2.0,0.25,1.0,solvability-pair-0072100-try_again_m,-0.25,0.0,1.0,0.0,1.6094379124341003,try_again_m,8.0,0.5,-0.19999999999999996,0.0,0.8,-0.19999999999999996,-0.19999999999999996,0.0,-1.0,1.0,1.0,0.0,0.32082130082460697,0.679178699175393,solvability-pair-0072100,-0.75,1.0,-1.0,3.0,3.0,-0.25,4,1.0,GIVE_UP,train,solvability-pair-0072100-try_again_m:4,0.0,solvability,0.0,0.0,1.0,-0.25
0.0,0.0,0.0,0.0,1.0,0.0,0.75,1,1.0,0.0,0.0,0.25,1.0,solvability-pair-0072100-try_again_n,-0.25,0.0,0.0,0.0,0.0,try_again_n,8.0,0.0,-0.19999999999999996,0.0,0.8,-0.19999999999999996,-0.19999999999999996,1.0,0.0,0.0,0.0,0.0,0.7549149868676283,0.24508501313237172,solvability-pair-0072100,1.125,0.0,0.0,0.0,0.0,-0.25,0,0.0,TRY_AGAIN,train,solvability-pair-0072100-try_again_n:0,0.0,solvability,0.0,0.0,1.0,-0.25
1.0,0.0,0.0,0.0,1.0,1.0,0.8333333333333334,1,1.0,1.0,1.0,0.16666666666666663,1.0,solvability-pair-0072100-try_again_n,-0.16666666666666663,0.0,0.0,0.0,0.6931471805599453,try_again_n,8.0,0.125,-0.19999999999999996,0.0,0.8,-0.19999999999999996,-0.19999999999999996,1.0,1.0,0.0,0.0,0.0,0.9998204720306533,0.0001795279693467774,solvability-pair-0072100,8.625,1.0,1.0,1.0,1.0,-0.16666666666666663,1,0.0,TRY_AGAIN,train,solvability-pair-0072100-try_again_n:1,1.0,solvability,0.0,0.0,1.0,-0.16666666666666663
1.0,1.0,0.0,0.0,1.0,2.0,0.875,1,1.0,2.0,2.0,0.125,1.0,solvability-pair-0072100-try_again_n,-0.125,0.0,0.0,0.0,1.0986122886681098,try_again_n,8.0,0.25,-0.19999999999999996,0.0,0.8,-0.19999999999999996,-0.19999999999999996,1.0,1.0,1.0,0.0,0.0,0.9975273768433653,0.0024726231566347748,solvability-pair-0072100,6.0,1.0,1.0,2.0,2.0,-0.125,2,1.0,TRY_AGAIN,train,solvability-pair-0072100-try_again_n:2,2.0,solvability,0.0,0.0,1.0,-0.125
1.0,1.0,1.0,0.0,1.0,3.0,0.9,1,1.0,3.0,3.0,0.09999999999999998,1.0,solvability-pair-0072100-try_again_n,-0.09999999999999998,0.0,0.0,0.0,1.3862943611198906,try_again_n,8.0,0.375,-0.19999999999999996,0.0,0.8,-0.19999999999999996,-0.19999999999999996,-1.0,1.0,1.0,1.0,0.0,0.991422514586288,0.008577485413711986,solvability-pair-0072100,4.75,1.0,1.0,3.0,3.0,-0.09999999999999998,3,1.0,TRY_AGAIN,train,solvability-pair-0072100-try_again_n:3,3.0,solvability,0.0,0.0,1.0,-0.09999999999999998
1.0,1.0,1.0,0.0,1.0,4.0,0.75,0,1.0,4.0,2.0,0.25,1.0,solvability-pair-0072100-try_again_n,-0.25,0.0,1.0,0.0,1.6094379124341003,try_again_n,8.0,0.5,-0.19999999999999996,0.0,0.8,-0.19999999999999996,-0.19999999999999996,0.0,-1.0,1.0,1.0,0.0,0.2689414213699951,0.7310585786300049,solvability-pair-0072100,-1.0,1.0,-1.0,3.0,3.0,-0.25,4,1.0,GIVE_UP,train,solvability-pair-0072100-try_again_n:4,0.0,solvability,0.0,0.0,1.0,-0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0.0,0.0,0.0,1.5,0.0,solvability-pair-0072101-try_again_m,0.5,2.0,0.0,2.0,0.0,try_again_m,8.0,0.0,0.5,2.0,0.5,-1.5,-1.5,1.0,0.0,0.0,0.0,0.0,0.6224593312018546,0.37754066879814546,solvability-pair-0072101,0.5,0.0,0.0,0.0,0.0,-1.5,0,0.0,TRY_AGAIN,test,solvability-pair-0072101-try_again_m:0,0.0,solvability,0.0,0.0,1.0,-1.5
1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1,0.0,0.0,1.0,1.3333333333333335,0.0,solvability-pair-0072101-try_again_m,0.6666666666666666,2.0,0.0,2.0,0.6931471805599453,try_again_m,8.0,0.125,0.5,2.0,0.5,-1.5,-1.5,-1.0,1.0,0.0,0.0,0.0,0.9980732653366725,0.0019267346633274755,solvability-pair-0072101,6.25,1.0,1.0,1.0,1.0,-1.3333333333333335,1,0.0,TRY_AGAIN,test,solvability-pair-0072101-try_again_m:1,1.0,solvability,0.0,0.0,1.0,-1.3333333333333335
1.0,1.0,0.0,0.0,0.0,2.0,0.5,1,0.0,0.0,0.0,1.5,0.0,solvability-pair-0072101-try_again_m,0.5,2.0,1.0,2.0,1.0986122886681098,try_again_m,8.0,0.25,0.5,2.0,0.5,-1.5,-1.5,1.0,-1.0,1.0,0.0,0.0,0.6224593312018546,0.37754066879814546,solvability-pair-0072101,0.5,1.0,-1.0,1.0,1.0,-1.5,2,1.0,TRY_AGAIN,test,solvability-pair-0072101-try_again_m:2,0.0,solvability,0.0,0.0,1.0,-1.5
1.0,1.0,1.0,0.0,0.0,3.0,0.6,0,0.0,0.0,1.0,1.4,0.0,solvability-pair-0072101-try_again_m,0.6,2.0,0.0,2.0,1.3862943611198906,try_again_m,8.0,0.375,0.5,2.0,0.5,-1.5,-1.5,0.0,1.0,-1.0,1.0,0.0,0.9046505351008906,0.0953494648991095,solvability-pair-0072101,2.25,1.0,1.0,2.0,2.0,-1.4,3,1.0,GIVE_UP,test,solvability-pair-0072101-try_again_m:3,1.0,solvability,0.0,0.0,1.0,-1.4
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,1.5,0.0,solvability-pair-0072101-try_again_n,0.5,2.0,0.0,2.0,0.0,try_again_n,8.0,0.0,0.5,2.0,0.5,-1.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.2689414213699951,0.7310585786300049,solvability-pair-0072101,-1.0,0.0,0.0,0.0,0.0,-1.5,0,0.0,GIVE_UP,test,solvability-pair-0072101-try_again_n:0,0.0,solvability,0.0,0.0,1.0,-1.5
0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0.0,0.0,0.0,-0.5,0.0,solvability-pair-0072102-try_again_m,0.5,0.0,0.0,0.0,0.0,try_again_m,8.0,0.0,0.5,0.0,0.5,0.5,0.5,-1.0,0.0,0.0,0.0,0.0,0.7549149868676283,0.24508501313237172,solvability-pair-0072102,1.125,0.0,0.0,0.0,0.0,0.5,0,0.0,TRY_AGAIN,train,solvability-pair-0072102-try_again_m:0,0.0,solvability,0.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0,0.0,0.0,-1.0,-0.3333333333333333,0.0,solvability-pair-0072102-try_again_m,0.3333333333333333,0.0,1.0,0.0,0.6931471805599453,try_again_m,8.0,0.125,0.5,0.0,0.5,0.5,0.5,0.0,-1.0,0.0,0.0,0.0,0.037326887344129464,0.9626731126558706,solvability-pair-0072102,-3.25,1.0,-1.0,0.0,0.0,0.3333333333333333,1,0.0,GIVE_UP,train,solvability-pair-0072102-try_again_m:1,0.0,solvability,0.0,0.0,1.0,0.3333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0.0,0.0,0.0,-0.5,0.0,solvability-pair-0072102-try_again_n,0.5,0.0,0.0,0.0,0.0,try_again_n,8.0,0.0,0.5,0.0,0.5,0.5,0.5,-1.0,0.0,0.0,0.0,0.0,0.34864513533394575,0.6513548646660542,solvability-pair-0072102,-0.625,0.0,0.0,0.0,0.0,0.5,0,0.0,TRY_AGAIN,train,solvability-pair-0072102-try_again_n:0,0.0,solvability,0.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0,0.0,0.0,-1.0,-0.3333333333333333,0.0,solvability-pair-0072102-try_again_n,0.3333333333333333,0.0,1.0,0.0,0.6931471805599453,try_again_n,8.0,0.125,0.5,0.0,0.5,0.5,0.5,0.0,-1.0,0.0,0.0,0.0,0.02595735719779685,0.9740426428022031,solvability-pair-0072102,-3.625,1.0,-1.0,0.0,0.0,0.3333333333333333,1,0.0,GIVE_UP,train,solvability-pair-0072102-try_again_n:1,0.0,solvability,0.0,0.0,1.0,0.3333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0,-0.25,-1.0,solvability-pair-0072103-try_again_m,0.25,0.0,0.0,0.0,0.0,try_again_m,8.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,solvability-pair-0072103,0.0,0.0,0.0,0.0,0.0,0.25,0,0.0,GIVE_UP,train,solvability-pair-0072103-try_again_m:0,0.0,solvability,0.0,0.0,1.0,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0,-0.25,-1.0,solvability-pair-0072103-try_again_n,0.25,0.0,0.0,0.0,0.0,try_again_n,8.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.22270013882530884,0.7772998611746911,solvability-pair-0072103,-1.25,0.0,0.0,0.0,0.0,0.25,0,0.0,GIVE_UP,train,solvability-pair-0072103-try_again_n:0,0.0,solvability,0.0,0.0,1.0,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.25,1,0.0,0.0,0.0,1.75,-1.0,solvability-pair-0072104-try_again_m,0.25,2.0,0.0,2.0,0.0,try_again_m,8.0,0.0,0.2,2.0,0.2,-1.8,-1.8,-1.0,0.0,0.0,0.0,0.0,0.4073334000459302,0.5926665999540697,solvability-pair-0072104,-0.375,0.0,0.0,0.0,0.0,-1.75,0,0.0,TRY_AGAIN,train,solvability-pair-0072104-try_again_m:0,0.0,solvability,0.0,0.0,1.0,-1.75
1.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0,0.0,0.0,-1.0,1.8333333333333333,-1.0,solvability-pair-0072104-try_again_m,0.16666666666666666,2.0,1.0,2.0,0.6931471805599453,try_again_m,8.0,0.125,0.2,2.0,0.2,-1.8,-1.8,0.0,-1.0,0.0,0.0,0.0,0.033085978388704126,0.9669140216112958,solvability-pair-0072104,-3.375,1.0,-1.0,0.0,0.0,-1.8333333333333333,1,0.0,GIVE_UP,train,solvability-pair-0072104-try_again_m:1,0.0,solvability,0.0,0.0,1.0,-1.8333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0,1.75,-1.0,solvability-pair-0072104-try_again_n,0.25,2.0,0.0,2.0,0.0,try_again_n,8.0,0.0,0.2,2.0,0.2,-1.8,-1.8,0.0,0.0,0.0,0.0,0.0,0.20181322226037882,0.7981867777396212,solvability-pair-0072104,-1.375,0.0,0.0,0.0,0.0,-1.75,0,0.0,GIVE_UP,train,solvability-pair-0072104-try_again_n:0,0.0,solvability,0.0,0.0,1.0,-1.75
0.0,0.0,0.0,0.0,1.0,0.0,0.25,0,1.0,0.0,0.0,0.75,-1.0,solvability-pair-0072105-try_again_m,-0.75,0.0,0.0,0.0,0.0,try_again_m,8.0,0.0,-0.8,0.0,0.2,-0.8,-0.8,0.0,0.0,0.0,0.0,0.0,0.37754066879814546,0.6224593312018546,solvability-pair-0072105,-0.5,0.0,0.0,0.0,0.0,-0.75,0,0.0,GIVE_UP,train,solvability-pair-0072105-try_again_m:0,0.0,solvability,0.0,0.0,1.0,-0.75
0.0,0.0,0.0,0.0,1.0,0.0,0.25,0,1.0,0.0,0.0,0.75,-1.0,solvability-pair-0072105-try_again_n,-0.75,0.0,0.0,0.0,0.0,try_again_n,8.0,0.0,-0.8,0.0,0.2,-0.8,-0.8,0.0,0.0,0.0,0.0,0.0,0.22270013882530884,0.7772998611746911,solvability-pair-0072105,-1.25,0.0,0.0,0.0,0.0,-0.75,0,0.0,GIVE_UP,train,solvability-pair-0072105-try_again_n:0,0.0,solvability,0.0,0.0,1.0,-0.75
0.0,0.0,0.0,0.0,0.0,0.0,0.75,1,0.0,0.0,0.0,-0.75,1.0,solvability-pair-0072106-try_again_m,0.75,0.0,0.0,0.0,0.0,try_again_m,8.0,0.0,0.8,0.0,0.8,0.8,0.8,1.0,0.0,0.0,0.0,0.0,0.9840936082881853,0.01590639171181471,solvability-pair-0072106,4.125,0.0,0.0,0.0,0.0,0.75,0,0.0,TRY_AGAIN,train,solvability-pair-0072106-try_again_m:0,0.0,solvability,0.0,0.0,1.0,0.75
1.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,1,0.0,0.0,1.0,-0.8333333333333334,1.0,solvability-pair-0072106-try_again_m,0.8333333333333334,0.0,0.0,0.0,0.6931471805599453,try_again_m,8.0,0.125,0.8,0.0,0.8,0.8,0.8,-1.0,1.0,0.0,0.0,0.0,0.9997965730219448,0.0002034269780552065,solvability-pair-0072106,8.5,1.0,1.0,1.0,1.0,0.8333333333333334,1,0.0,TRY_AGAIN,train,solvability-pair-0072106-try_again_m:1,1.0,solvability,0.0,0.0,1.0,0.8333333333333334
1.0,1.0,0.0,0.0,0.0,2.0,0.625,1,0.0,0.0,0.0,-0.625,1.0,solvability-pair-0072106-try_again_m,0.625,0.0,1.0,0.0,1.0986122886681098,try_again_m,8.0,0.25,0.8,0.0,0.8,0.8,0.8,-1.0,-1.0,1.0,0.0,0.0,0.8354835371034369,0.1645164628965632,solvability-pair-0072106,1.625,1.0,-1.0,1.0,1.0,0.625,2,1.0,TRY_AGAIN,train,solvability-pair-0072106-try_again_m:2,0.0,solvability,0.0,0.0,1.0,0.625
1.0,1.0,1.0,0.0,0.0,3.0,0.5,0,0.0,0.0,-1.0,-0.5,1.0,solvability-pair-0072106-try_again_m,0.5,0.0,2.0,0.0,1.3862943611198906,try_again_m,8.0,0.375,0.8,0.0,0.8,0.8,0.8,0.0,-1.0,-1.0,1.0,0.0,0.46879062662624377,0.5312093733737563,solvability-pair-0072106,-0.125,1.0,-1.0,1.0,1.0,0.5,3,1.0,GIVE_UP,train,solvability-pair-0072106-try_again_m:3,0.0,solvability,0.0,0.0,1.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.75,1,0.0,0.0,0.0,-0.75,1.0,solvability-pair-0072106-try_again_n,0.75,0.0,0.0,0.0,0.0,try_again_n,8.0,0.0,0.8,0.0,0.8,0.8,0.8,1.0,0.0,0.0,0.0,0.0,0.8175744761936437,0.18242552380635632,solvability-pair-0072106,1.5,0.0,0.0,0.0,0.0,0.75,0,0.0,TRY_AGAIN,train,solvability-pair-0072106-try_again_n:0,0.0,solvability,0.0,0.0,1.0,0.75
