task,contrast_family,pair_id,matched,unmatched_fields,orientation_valid
bandit,continue_incentive,bandit-continue_incentive-c8938d0b6880a47d8de9,True,,True
bandit,continue_incentive,bandit-continue_incentive-11ea1bc981160824b614,True,,True
bandit,continue_incentive,bandit-continue_incentive-1c0017042e4d4cb45150,True,,True
bandit,continue_incentive,bandit-continue_incentive-81e3d5de80345ad6366f,True,,True
bandit,continue_incentive,bandit-continue_incentive-b5cfaf19455bfc18f650,True,,True
bandit,continue_incentive,bandit-continue_incentive-85f8f5473ce3a76505a1,True,,True
bandit,continue_incentive,bandit-continue_incentive-5b4a733018c96fdee546,True,,True
bandit,continue_incentive,bandit-continue_incentive-5ec12650ec5eceff71e0,True,,True
bandit,continue_incentive,bandit-continue_incentive-581cd73f57cc296fe89b,True,,True
bandit,continue_incentive,bandit-continue_incentive-7650786e208c52f55ed9,True,,True
bandit,continue_incentive,bandit-continue_incentive-6c29de0e2b29bf772d56,True,,True
bandit,continue_incentive,bandit-continue_incentive-f9b8db5bbd5f538ce115,True,,True
bandit,continue_incentive,bandit-continue_incentive-40630fe04dc5ecea1227,True,,True
bandit,continue_incentive,bandit-continue_incentive-b1b1b42453e5d353c54c,True,,True
bandit,continue_incentive,bandit-continue_incentive-9b90b7e4493bfb076562,True,,True
bandit,continue_incentive,bandit-continue_incentive-6613058796f8ca6fcaf3,True,,True
bandit,continue_incentive,bandit-continue_incentive-976dd4695839f04bde36,True,,True
bandit,continue_incentive,bandit-continue_incentive-7b7fdc713dc71dcd8126,True,,True
bandit,continue_incentive,bandit-continue_incentive-ce9be7c4488f9fb7e36f,True,,True
bandit,continue_incentive,bandit-continue_incentive-286e349e6b6429a393fc,True,,True
bandit,continue_incentive,bandit-continue_incentive-76a35a66d552d37fe974,True,,True
bandit,continue_incentive,bandit-continue_incentive-74431150a7d505b4406d,True,,True
bandit,continue_incentive,bandit-continue_incentive-02c656a4f388ac6867ed,True,,True
bandit,continue_incentive,bandit-continue_incentive-c04e0c21559968f7fb98,True,,True
bandit,continue_incentive,bandit-continue_incentive-c66729c77282e4b961b0,True,,True
bandit,continue_incentive,bandit-continue_incentive-58012b1329dcaa396eb2,True,,True
bandit,continue_incentive,bandit-continue_incentive-b3f4bb0b5b5feb573e19,True,,True
bandit,continue_incentive,bandit-continue_incentive-0adf1d3db7c9e7799c05,True,,True
bandit,continue_incentive,bandit-continue_incentive-74286ddf6f389da7313b,True,,True
bandit,continue_incentive,bandit-continue_incentive-e01ec2ee0f040524a6a8,True,,True
bandit,continue_incentive,bandit-continue_incentive-729c016be8bfcbe4ac9f,True,,True
bandit,continue_incentive,bandit-continue_incentive-69c5cffef0759a14cf8c,True,,True
bandit,continue_incentive,bandit-continue_incentive-dc09021d079a81c354d1,True,,True
bandit,continue_incentive,bandit-continue_incentive-c454dc97a71d04898f21,True,,True
bandit,continue_incentive,bandit-continue_incentive-9dcc4a2d1bb9d5e6f244,True,,True
bandit,continue_incentive,bandit-continue_incentive-c84f08e654dfad4a5633,True,,True
bandit,continue_incentive,bandit-continue_incentive-dca4f6ea82f75b9b6a77,True,,True
bandit,continue_incentive,bandit-continue_incentive-49e322cd9482e6ad56f6,True,,True
bandit,continue_incentive,bandit-continue_incentive-1abf1d6347269c15da3e,True,,True
bandit,continue_incentive,bandit-continue_incentive-7a3ba23d8686ce5072d5,True,,True
bandit,continue_incentive,bandit-continue_incentive-9eab72dbe643c970d295,True,,True
bandit,continue_incentive,bandit-continue_incentive-ed9a73403e679c042186,True,,True
bandit,continue_incentive,bandit-continue_incentive-ec5034a77be1993fdd9b,True,,True
bandit,continue_incentive,bandit-continue_incentive-11a2054595f8bef1d59a,True,,True
bandit,continue_incentive,bandit-continue_incentive-3ea00ff718bb3970bbcf,True,,True
bandit,continue_incentive,bandit-continue_incentive-ef8504564ac3a388f755,True,,True
bandit,continue_incentive,bandit-continue_incentive-7a592560bb148e665b06,True,,True
bandit,continue_incentive,bandit-continue_incentive-115f79b1703232d5d73f,True,,True
bandit,continue_incentive,bandit-continue_incentive-4a70a2bcc4097bfb2496,True,,True
bandit,continue_incentive,bandit-continue_incentive-164913d2ea1cee580a07,True,,True
bandit,continue_incentive,bandit-continue_incentive-d3fed5e4cf6283e92902,True,,True
bandit,continue_incentive,bandit-continue_incentive-1a1c5441e5ff66969386,True,,True
bandit,continue_incentive,bandit-continue_incentive-f500fb5d8aa59faf94b0,True,,True
bandit,continue_incentive,bandit-continue_incentive-606c2f43706fcbb9bf40,True,,True
bandit,continue_incentive,bandit-continue_incentive-d87e46dfd31dc1fec668,True,,True
bandit,continue_incentive,bandit-continue_incentive-03d3501712a5db20b10f,True,,True
bandit,continue_incentive,bandit-continue_incentive-ab5ab61d7484101b2f38,True,,True
bandit,continue_incentive,bandit-continue_incentive-63bf05f5b26496378bcd,True,,True
bandit,continue_incentive,bandit-continue_incentive-990d2129fb414579aaea,True,,True
bandit,continue_incentive,bandit-continue_incentive-ce49e68fb14052a3c660,True,,True
bandit,continue_incentive,bandit-continue_incentive-8012da7ec02e89df0e29,True,,True
bandit,continue_incentive,bandit-continue_incentive-cebff776010f6fa4436f,True,,True
bandit,continue_incentive,bandit-continue_incentive-9abf1f69335a373224b9,True,,True
bandit,continue_incentive,bandit-continue_incentive-1e6c282bc9dc33d20a49,True,,True
bandit,continue_incentive,bandit-continue_incentive-fe6d4ca05d19e8861566,True,,True
bandit,continue_incentive,bandit-continue_incentive-b181cc66583b7329a2fa,True,,True
bandit,continue_incentive,bandit-continue_incentive-0a00407965155dd98ccf,True,,True
bandit,continue_incentive,bandit-continue_incentive-83d6e7a3379b6d9727e0,True,,True
bandit,continue_incentive,bandit-continue_incentive-22e1110660a474585c93,True,,True
bandit,continue_incentive,bandit-continue_incentive-93c201f10522ee2d8a38,True,,True
bandit,continue_incentive,bandit-continue_incentive-bc38acb736d95bef12d8,True,,True
bandit,continue_incentive,bandit-continue_incentive-3f0860dea446a0a17463,True,,True
bandit,continue_incentive,bandit-continue_incentive-c7fe5e472982e1096de9,True,,True
bandit,continue_incentive,bandit-continue_incentive-52d543c8f347b6ff0571,True,,True
bandit,continue_incentive,bandit-continue_incentive-88c863c1daf53070dbb2,True,,True
bandit,continue_incentive,bandit-continue_incentive-4dee791039e6ee2f6681,True,,True
bandit,continue_incentive,bandit-continue_incentive-ca0b4b9c224ea1780b5a,True,,True
bandit,continue_incentive,bandit-continue_incentive-3a555d239c10555029c4,True,,True
bandit,continue_incentive,bandit-continue_incentive-afbc0d7ec0d7f1ef33db,True,,True
bandit,continue_incentive,bandit-continue_incentive-f3b28e202bf8cc9c2e4c,True,,True
bandit,continue_incentive,bandit-continue_incentive-314233c76fcdef7e7245,True,,True
bandit,continue_incentive,bandit-continue_incentive-4cbb1ac3802b4b04323c,True,,True
bandit,continue_incentive,bandit-continue_incentive-58f14777348ac94b74d1,True,,True
bandit,continue_incentive,bandit-continue_incentive-dff94c968eb056cd5348,True,,True
bandit,continue_incentive,bandit-continue_incentive-f2bf9016a0a6e2bd3c12,True,,True
bandit,continue_incentive,bandit-continue_incentive-47c9d52402c92d43511e,True,,True
bandit,continue_incentive,bandit-continue_incentive-126691bc2a69f70f9a8a,True,,True
bandit,continue_incentive,bandit-continue_incentive-d086656dd9cabdcae12d,True,,True
bandit,continue_incentive,bandit-continue_incentive-eadf2a358d06b3d2ac2a,True,,True
bandit,continue_incentive,bandit-continue_incentive-4ab1a9db9e180a4f2bdc,True,,True
bandit,continue_incentive,bandit-continue_incentive-a8bff5f234112c26eb2c,True,,True
bandit,continue_incentive,bandit-continue_incentive-84e4b978dcf5e025d124,True,,True
bandit,continue_incentive,bandit-continue_incentive-136342c15c083174dbf6,True,,True
bandit,continue_incentive,bandit-continue_incentive-7bcd4f7ec03ee20a5bc3,True,,True
bandit,continue_incentive,bandit-continue_incentive-157b229e68bdcc741c44,True,,True
bandit,continue_incentive,bandit-continue_incentive-274c35d49f960f1ae8b9,True,,True
bandit,continue_incentive,bandit-continue_incentive-b43b881357d433e4cef8,True,,True
bandit,continue_incentive,bandit-continue_incentive-f3ff339a6f6e74b86317,True,,True
bandit,continue_incentive,bandit-continue_incentive-2e3164ca978a1b8c7bbd,True,,True
bandit,continue_incentive,bandit-continue_incentive-773dc2a354ba5bd5f760,True,,True
bandit,continue_incentive,bandit-continue_incentive-2f49a1f68677c6a23768,True,,True
bandit,continue_incentive,bandit-continue_incentive-6bffb3f95e94c7ece271,True,,True
bandit,continue_incentive,bandit-continue_incentive-880b6ae24d77bb7f2c73,True,,True
bandit,continue_incentive,bandit-continue_incentive-6037c804da70a7777fc4,True,,True
bandit,continue_incentive,bandit-continue_incentive-145e69c5c8b5705ebb28,True,,True
bandit,continue_incentive,bandit-continue_incentive-61eccdd20e4cb3c54df0,True,,True
bandit,continue_incentive,bandit-continue_incentive-1e29c6bdb509ed7e8327,True,,True
bandit,continue_incentive,bandit-continue_incentive-0e4c3995a446e9bb817f,True,,True
bandit,continue_incentive,bandit-continue_incentive-66abcdb310ca06d27036,True,,True
bandit,continue_incentive,bandit-continue_incentive-c9e923b4d420d3e75342,True,,True
bandit,continue_incentive,bandit-continue_incentive-8a98a36452419780c1c7,True,,True
bandit,continue_incentive,bandit-continue_incentive-feb370bc1cfac204ef63,True,,True
bandit,continue_incentive,bandit-continue_incentive-365913fe0448b3f06d98,True,,True
bandit,continue_incentive,bandit-continue_incentive-1f0ad3a7f30683b43672,True,,True
bandit,continue_incentive,bandit-continue_incentive-0e6c839331ca2bd12802,True,,True
bandit,continue_incentive,bandit-continue_incentive-0865e9b00874187bde2b,True,,True
bandit,continue_incentive,bandit-continue_incentive-8da6d6b99f4c545d904d,True,,True
bandit,continue_incentive,bandit-continue_incentive-610bb1e1e2f9fb002dba,True,,True
bandit,continue_incentive,bandit-continue_incentive-3d6c3bc97fe9eeee1c87,True,,True
bandit,continue_incentive,bandit-continue_incentive-886ab67abc77d3bbe67a,True,,True
bandit,continue_incentive,bandit-continue_incentive-b2bcc27bbf8544f3b6e2,True,,True
bandit,continue_incentive,bandit-continue_incentive-7af49bae29627775c853,True,,True
bandit,continue_incentive,bandit-continue_incentive-e852d12863cc57a221e0,True,,True
bandit,continue_incentive,bandit-continue_incentive-f2bac58f8eb32071ff3a,True,,True
bandit,continue_incentive,bandit-continue_incentive-a07dc72973a13ad90c3b,True,,True
bandit,continue_incentive,bandit-continue_incentive-bd1881d9e86fa07b2e0d,True,,True
bandit,continue_incentive,bandit-continue_incentive-8bad941c23fa752d3d44,True,,True
bandit,continue_incentive,bandit-continue_incentive-c7305924eae0c7bed0b4,True,,True
bandit,continue_incentive,bandit-continue_incentive-0a5bcf301b72361fa574,True,,True
bandit,continue_incentive,bandit-continue_incentive-7ae39d6adc263b53f0dc,True,,True
bandit,continue_incentive,bandit-continue_incentive-1bd2db7cef24e2f3a14a,True,,True
bandit,continue_incentive,bandit-continue_incentive-973bff971253e3fcd47f,True,,True
bandit,continue_incentive,bandit-continue_incentive-11bed4251f1d7adca1c2,True,,True
bandit,continue_incentive,bandit-continue_incentive-dc3db9a8d8ebf8186ca7,True,,True
bandit,continue_incentive,bandit-continue_incentive-edc407331e281302c6c6,True,,True
bandit,continue_incentive,bandit-continue_incentive-edd51ea523d8c91cd8b3,True,,True
bandit,continue_incentive,bandit-continue_incentive-37cded3328b8c7497374,True,,True
bandit,continue_incentive,bandit-continue_incentive-4cdf68e0bc517ded9368,True,,True
bandit,continue_incentive,bandit-continue_incentive-ba5bcfd87f108bece33f,True,,True
bandit,continue_incentive,bandit-continue_incentive-e283ec7f01ca086ccee0,True,,True
bandit,continue_incentive,bandit-continue_incentive-0205d2fe60e494e19090,True,,True
bandit,continue_incentive,bandit-continue_incentive-7a7759ec63fd4d6e7342,True,,True
bandit,continue_incentive,bandit-continue_incentive-a8844b4508d3e9070352,True,,True
bandit,continue_incentive,bandit-continue_incentive-a042d087422297654f43,True,,True
bandit,continue_incentive,bandit-continue_incentive-959ed421e4b3ed6c862d,True,,True
bandit,continue_incentive,bandit-continue_incentive-57b211b580752679358c,True,,True
bandit,continue_incentive,bandit-continue_incentive-1ef7c9ff38eeb7c004fb,True,,True
bandit,continue_incentive,bandit-continue_incentive-bacfe721f10f5796210e,True,,True
bandit,continue_incentive,bandit-continue_incentive-dcbe0ee19f2bcb0087ca,True,,True
bandit,continue_incentive,bandit-continue_incentive-c06c39686378fdcd26ea,True,,True
bandit,continue_incentive,bandit-continue_incentive-caec11cd8f2cb1f19b60,True,,True
bandit,continue_incentive,bandit-continue_incentive-41fc61b422c643720cce,True,,True
bandit,continue_incentive,bandit-continue_incentive-6122890bf26a2bdea635,True,,True
bandit,continue_incentive,bandit-continue_incentive-fce4b1bcacf6df5a176e,True,,True
bandit,continue_incentive,bandit-continue_incentive-822d103df59ee493e1ac,True,,True
bandit,continue_incentive,bandit-continue_incentive-226569c49b8eb832ff1e,True,,True
bandit,continue_incentive,bandit-continue_incentive-428d6733062ce6adcd0c,True,,True
bandit,continue_incentive,bandit-continue_incentive-789fd49c875d56733605,True,,True
bandit,continue_incentive,bandit-continue_incentive-80c02b2e2bb5d3561559,True,,True
bandit,continue_incentive,bandit-continue_incentive-b022640750b27eae75dd,True,,True
bandit,continue_incentive,bandit-continue_incentive-3998985589f458dc3ba2,True,,True
bandit,continue_incentive,bandit-continue_incentive-9cd8b026978c5b4375e4,True,,True
bandit,continue_incentive,bandit-continue_incentive-e29ec1e8ef4754f56c48,True,,True
bandit,continue_incentive,bandit-continue_incentive-d860aee3a3e92dacbb46,True,,True
bandit,continue_incentive,bandit-continue_incentive-edb697baf22fccd66811,True,,True
bandit,continue_incentive,bandit-continue_incentive-7a32642db2c190db1380,True,,True
bandit,continue_incentive,bandit-continue_incentive-a089f060a9b7695a9d27,True,,True
bandit,continue_incentive,bandit-continue_incentive-0a79604acd5336f776d6,True,,True
bandit,continue_incentive,bandit-continue_incentive-96fb9cde06501c1db7c1,True,,True
bandit,continue_incentive,bandit-continue_incentive-1097858e1c3f41b6ff82,True,,True
bandit,continue_incentive,bandit-continue_incentive-75c1e38818786b39a793,True,,True
bandit,continue_incentive,bandit-continue_incentive-36e0d09e8a25502e0377,True,,True
bandit,continue_incentive,bandit-continue_incentive-512bf615462ddd765de8,True,,True
bandit,continue_incentive,bandit-continue_incentive-844e6324788e5501b141,True,,True
bandit,continue_incentive,bandit-continue_incentive-13f57b7cbad8938c52cd,True,,True
bandit,continue_incentive,bandit-continue_incentive-6a7cba13b3454a091f43,True,,True
bandit,continue_incentive,bandit-continue_incentive-b8c828fceef7e38c00f3,True,,True
bandit,continue_incentive,bandit-continue_incentive-271587ecd7901616eb8e,True,,True
bandit,continue_incentive,bandit-continue_incentive-2e50946bdf0dcb8f1ca6,True,,True
bandit,continue_incentive,bandit-continue_incentive-1c19cf09c803a7628ada,True,,True
bandit,continue_incentive,bandit-continue_incentive-43ae838d214a082250fc,True,,True
bandit,continue_incentive,bandit-continue_incentive-c09135ef4f9309e956d3,True,,True
bandit,continue_incentive,bandit-continue_incentive-116a1f0e03623b56146a,True,,True
bandit,continue_incentive,bandit-continue_incentive-69d45cfaaff1cbb4d176,True,,True
bandit,continue_incentive,bandit-continue_incentive-5f23736262b563fd17a0,True,,True
bandit,continue_incentive,bandit-continue_incentive-8174f9bf46934e0d0378,True,,True
bandit,continue_incentive,bandit-continue_incentive-a177dd47456d8ff04ef5,True,,True
bandit,continue_incentive,bandit-continue_incentive-2f9c4f8bbee969d92b24,True,,True
bandit,continue_incentive,bandit-continue_incentive-89d5d7eb7be25cee3650,True,,True
bandit,continue_incentive,bandit-continue_incentive-0725878a548e8230671c,True,,True
bandit,continue_incentive,bandit-continue_incentive-d69ad10e88ad46166d92,True,,True
bandit,continue_incentive,bandit-continue_incentive-f32f9a0a83187254073e,True,,True
bandit,continue_incentive,bandit-continue_incentive-7607bf0c2fa2206dafa7,True,,True
bandit,continue_incentive,bandit-continue_incentive-e254f1b0142cca45ab7f,True,,True
bandit,continue_incentive,bandit-continue_incentive-742a370215198315376c,True,,True
bandit,continue_incentive,bandit-continue_incentive-e0a5033bdb5d61b800ba,True,,True
bandit,continue_incentive,bandit-continue_incentive-4440b96ebb7dffbdfe18,True,,True
bandit,continue_incentive,bandit-continue_incentive-9e32483bc2b7c88b137c,True,,True
bandit,continue_incentive,bandit-continue_incentive-e1ae72ac85fb9e17b6bf,True,,True
bandit,continue_incentive,bandit-continue_incentive-dfd41f7228b96d0a90e6,True,,True
bandit,continue_incentive,bandit-continue_incentive-4cd59be0dc3be574eac6,True,,True
bandit,continue_incentive,bandit-continue_incentive-7a8cd30a05e236cb8ba4,True,,True
bandit,continue_incentive,bandit-continue_incentive-e28ce6bd8068820d982f,True,,True
bandit,continue_incentive,bandit-continue_incentive-59d0582a976e1aeb2802,True,,True
bandit,continue_incentive,bandit-continue_incentive-e28017ea511094006790,True,,True
bandit,continue_incentive,bandit-continue_incentive-df358bdb44f695663996,True,,True
bandit,continue_incentive,bandit-continue_incentive-5e65ec58cf99b1389ec6,True,,True
bandit,continue_incentive,bandit-continue_incentive-6fe273fb9a942b05058c,True,,True
bandit,continue_incentive,bandit-continue_incentive-67fb8d5b3258f23fb125,True,,True
bandit,continue_incentive,bandit-continue_incentive-618720524f61e48ba202,True,,True
bandit,continue_incentive,bandit-continue_incentive-3e04d74ccaa20f091f7f,True,,True
bandit,continue_incentive,bandit-continue_incentive-c8a8e3eb9e8636f24dba,True,,True
bandit,continue_incentive,bandit-continue_incentive-fd808a1d7bc2633125f8,True,,True
bandit,continue_incentive,bandit-continue_incentive-6eed089c635172e3d3d5,True,,True
bandit,continue_incentive,bandit-continue_incentive-4c846d19988e505659af,True,,True
bandit,continue_incentive,bandit-continue_incentive-23d748de598ebe81ea9b,True,,True
bandit,continue_incentive,bandit-continue_incentive-8b6e3c3e656143e0e366,True,,True
bandit,continue_incentive,bandit-continue_incentive-779c10bc5d619f615c02,True,,True
bandit,continue_incentive,bandit-continue_incentive-8810612ef1c4356e21b3,True,,True
bandit,continue_incentive,bandit-continue_incentive-5d00f62785c20c9aadf6,True,,True
bandit,continue_incentive,bandit-continue_incentive-d16abc61d2985ac7f34b,True,,True
bandit,continue_incentive,bandit-continue_incentive-badbea4effb57a749d05,True,,True
bandit,continue_incentive,bandit-continue_incentive-390e9a87e774731d5b9b,True,,True
bandit,continue_incentive,bandit-continue_incentive-834af4adc0ee8c6853d0,True,,True
bandit,continue_incentive,bandit-continue_incentive-827ac8eea8edf29392bf,True,,True
bandit,continue_incentive,bandit-continue_incentive-759be1f28d9001915c9b,True,,True
bandit,continue_incentive,bandit-continue_incentive-464dc6d41c798863451d,True,,True
bandit,continue_incentive,bandit-continue_incentive-ef200dec6f1acbf4f8cf,True,,True
bandit,continue_incentive,bandit-continue_incentive-8157a852a62197862cd7,True,,True
bandit,continue_incentive,bandit-continue_incentive-6ce7463cdd1e75614443,True,,True
bandit,continue_incentive,bandit-continue_incentive-cad70fd8e6a2c2bf3d28,True,,True
bandit,continue_incentive,bandit-continue_incentive-7a4293cf9f468d8f5d70,True,,True
bandit,continue_incentive,bandit-continue_incentive-974a886e0dec72c29e62,True,,True
bandit,continue_incentive,bandit-continue_incentive-acd80b2e82502973773b,True,,True
bandit,continue_incentive,bandit-continue_incentive-931c9d8bfe54e6bcdc12,True,,True
bandit,continue_incentive,bandit-continue_incentive-d59d971ce87756b3920c,True,,True
bandit,continue_incentive,bandit-continue_incentive-01f322b9d60cac80bbd6,True,,True
bandit,continue_incentive,bandit-continue_incentive-bd9e2300ed64ff9721d2,True,,True
bandit,continue_incentive,bandit-continue_incentive-2e79c2c01f9cbf1425e6,True,,True
bandit,continue_incentive,bandit-continue_incentive-169a2b8fb3d495103dd4,True,,True
bandit,continue_incentive,bandit-continue_incentive-304cefcdd065856c8972,True,,True
bandit,continue_incentive,bandit-continue_incentive-2c1c872a6b25839d3e76,True,,True
bandit,continue_incentive,bandit-continue_incentive-1ae28a1ad410819b0c8c,True,,True
bandit,continue_incentive,bandit-continue_incentive-e26d68fc43f342107853,True,,True
bandit,continue_incentive,bandit-continue_incentive-431ea4f8776fad5f5391,True,,True
bandit,continue_incentive,bandit-continue_incentive-ef2bb61c4dd18cb2a7e3,True,,True
bandit,continue_incentive,bandit-continue_incentive-43400d4e1179e3c8337c,True,,True
bandit,continue_incentive,bandit-continue_incentive-43f51b8839e9ef3415d8,True,,True
bandit,continue_incentive,bandit-continue_incentive-9f2c9e686cee43b18323,True,,True
bandit,continue_incentive,bandit-continue_incentive-47fef97949b5e49b94a1,True,,True
bandit,continue_incentive,bandit-continue_incentive-22fbb79918bd63517047,True,,True
bandit,continue_incentive,bandit-continue_incentive-14618e049ca0d649e29b,True,,True
bandit,continue_incentive,bandit-continue_incentive-45d871055a821660ed14,True,,True
bandit,continue_incentive,bandit-continue_incentive-a1c9d568cea018a71e2d,True,,True
bandit,continue_incentive,bandit-continue_incentive-45020ca7e597e20579a7,True,,True
bandit,continue_incentive,bandit-continue_incentive-6b8e7816c3c62eae9e55,True,,True
bandit,continue_incentive,bandit-continue_incentive-fc3e507dd4e3340d8abb,True,,True
bandit,continue_incentive,bandit-continue_incentive-391cd0e0cabc84c0d0fe,True,,True
bandit,continue_incentive,bandit-continue_incentive-e31539402841d3789e67,True,,True
bandit,continue_incentive,bandit-continue_incentive-02cc09b89ea10821e0bc,True,,True
bandit,continue_incentive,bandit-continue_incentive-fd25f5fd0e23f5baf25e,True,,True
bandit,continue_incentive,bandit-continue_incentive-daab9235cdf66c783f36,True,,True
bandit,continue_incentive,bandit-continue_incentive-f7010412a4fcb42c9b2a,True,,True
bandit,continue_incentive,bandit-continue_incentive-ee8cea26733d40a782c2,True,,True
bandit,continue_incentive,bandit-continue_incentive-ac409bbc0b2fcb15bb4b,True,,True
bandit,continue_incentive,bandit-continue_incentive-bb71a5e6928083e95007,True,,True
bandit,continue_incentive,bandit-continue_incentive-b8c1884cd76d99ea01bb,True,,True
bandit,continue_incentive,bandit-continue_incentive-366c8a765fb4dc4492e5,True,,True
bandit,continue_incentive,bandit-continue_incentive-7f7bc513db533f2c24b9,True,,True
bandit,continue_incentive,bandit-continue_incentive-734dcd5b6db958f9fc5f,True,,True
bandit,continue_incentive,bandit-continue_incentive-b05146500da0d9f87bd8,True,,True
bandit,continue_incentive,bandit-continue_incentive-b752bf35df53bcae9859,True,,True
bandit,continue_incentive,bandit-continue_incentive-216bced212a856255e47,True,,True
bandit,continue_incentive,bandit-continue_incentive-5c5d773598db2e9ea50f,True,,True
bandit,continue_incentive,bandit-continue_incentive-cdcd8c8057d9e8acd4e4,True,,True
bandit,continue_incentive,bandit-continue_incentive-a055f14725f4e382977a,True,,True
bandit,continue_incentive,bandit-continue_incentive-04876e536a8cac1ace44,True,,True
bandit,continue_incentive,bandit-continue_incentive-59097a0a9ed01fe3c45b,True,,True
bandit,continue_incentive,bandit-continue_incentive-294a26dd1b9b422ce44d,True,,True
bandit,continue_incentive,bandit-continue_incentive-667d93d68929aaeacaad,True,,True
bandit,continue_incentive,bandit-continue_incentive-4a04b15b6dbbc026a713,True,,True
bandit,continue_incentive,bandit-continue_incentive-5dd0c66bfbf768355452,True,,True
bandit,continue_incentive,bandit-continue_incentive-e1fb3609f82e311c4ade,True,,True
bandit,continue_incentive,bandit-continue_incentive-7d8966aa1d6e275606bf,True,,True
bandit,continue_incentive,bandit-continue_incentive-8d254eddead30ab5f292,True,,True
bandit,continue_incentive,bandit-continue_incentive-759beb3e3ded145323d8,True,,True
bandit,continue_incentive,bandit-continue_incentive-14c06448600afea43313,True,,True
bandit,continue_incentive,bandit-continue_incentive-f702481b6e090d4b78c0,True,,True
bandit,continue_incentive,bandit-continue_incentive-3af0793be7426fd33644,True,,True
bandit,continue_incentive,bandit-continue_incentive-7fc3237c4eee14ef1682,True,,True
bandit,continue_incentive,bandit-continue_incentive-3e3f2aee28816468856e,True,,True
bandit,continue_incentive,bandit-continue_incentive-860880c3eaeee1c2a985,True,,True
bandit,continue_incentive,bandit-continue_incentive-99168e61d28d645706a7,True,,True
bandit,continue_incentive,bandit-continue_incentive-5d5930ffc0df437d476f,True,,True
bandit,continue_incentive,bandit-continue_incentive-500161d15cdbc6543e41,True,,True
bandit,continue_incentive,bandit-continue_incentive-dc376a5c03bd65fd22db,True,,True
bandit,continue_incentive,bandit-continue_incentive-8251590211acaf752f57,True,,True
bandit,continue_incentive,bandit-continue_incentive-a5dd27e66686d5db1dc4,True,,True
bandit,continue_incentive,bandit-continue_incentive-904d6f8f562bd07192aa,True,,True
bandit,continue_incentive,bandit-continue_incentive-292050dd653a057be2cd,True,,True
bandit,continue_incentive,bandit-continue_incentive-9610b1a0723b5fec2473,True,,True
bandit,continue_incentive,bandit-continue_incentive-8ba59db3359b8786dc65,True,,True
bandit,continue_incentive,bandit-continue_incentive-bc597b7e7af572205410,True,,True
bandit,continue_incentive,bandit-continue_incentive-88ce6ccb60e845647e83,True,,True
bandit,continue_incentive,bandit-continue_incentive-68b2187f7b03c48ce580,True,,True
bandit,continue_incentive,bandit-continue_incentive-392dc098af24e07fd722,True,,True
bandit,continue_incentive,bandit-continue_incentive-00fd837ee2007fe67bba,True,,True
bandit,continue_incentive,bandit-continue_incentive-b978b3f4247652e1bf70,True,,True
bandit,continue_incentive,bandit-continue_incentive-3d8303a2df12f3fe613a,True,,True
bandit,continue_incentive,bandit-continue_incentive-06287a5799e433282ab0,True,,True
bandit,continue_incentive,bandit-continue_incentive-5d896348b322e7d6cea1,True,,True
bandit,continue_incentive,bandit-continue_incentive-4f22901d3b14f0e3dc05,True,,True
bandit,continue_incentive,bandit-continue_incentive-0a5e0d0c9f136a6bb56a,True,,True
bandit,continue_incentive,bandit-continue_incentive-e623c5cc136b01dfc176,True,,True
bandit,continue_incentive,bandit-continue_incentive-59d18e2f73df71cce16f,True,,True
bandit,continue_incentive,bandit-continue_incentive-0764eba5ef8dc256730a,True,,True
bandit,continue_incentive,bandit-continue_incentive-4ca4553015c78e784b84,True,,True
bandit,continue_incentive,bandit-continue_incentive-f26b73612ad67139f862,True,,True
bandit,continue_incentive,bandit-continue_incentive-eec2c08d78ce54161f0c,True,,True
bandit,continue_incentive,bandit-continue_incentive-9085587e591d3f8da980,True,,True
bandit,continue_incentive,bandit-continue_incentive-4fb4379bc9ec605d8555,True,,True
bandit,continue_incentive,bandit-continue_incentive-fda95f97aa0ba8a59b62,True,,True
bandit,continue_incentive,bandit-continue_incentive-63c341d97f5adf0bdc4c,True,,True
bandit,continue_incentive,bandit-continue_incentive-fa96447ff9bca620e84c,True,,True
bandit,continue_incentive,bandit-continue_incentive-83b3313006ca5d9fb061,True,,True
bandit,continue_incentive,bandit-continue_incentive-e8ddc89eae7b0e49c000,True,,True
bandit,continue_incentive,bandit-continue_incentive-776073853ac4438a1446,True,,True
bandit,continue_incentive,bandit-continue_incentive-9ac8d849c2a8712b034d,True,,True
bandit,continue_incentive,bandit-continue_incentive-bdaaac15783371d0d968,True,,True
bandit,continue_incentive,bandit-continue_incentive-d29eec48f6cbecf5af66,True,,True
bandit,continue_incentive,bandit-continue_incentive-9ff1ce73d779222f724e,True,,True
bandit,continue_incentive,bandit-continue_incentive-982f3406c971a851d751,True,,True
bandit,continue_incentive,bandit-continue_incentive-22164372625dd06d06c3,True,,True
bandit,continue_incentive,bandit-continue_incentive-c2becdd02c9213c1a9d1,True,,True
bandit,continue_incentive,bandit-continue_incentive-3374ad6cb6e0e5845868,True,,True
bandit,continue_incentive,bandit-continue_incentive-7c68f85fb234e39012a7,True,,True
bandit,continue_incentive,bandit-continue_incentive-de9b8ad2066a2539e2fb,True,,True
bandit,continue_incentive,bandit-continue_incentive-9e81509b66554c9e37bc,True,,True
