task,pair_id,condition_id,split,seed,timing_environment,reward_magnitude,opportunity_cost,quit_payoff,ratio_schedule,effort_cost,outside_option,prior_investment,remaining_steps,step_cost,success_probability,exposure_type,exposure_trials,transfer_success_probability,transfer_cost,max_transfer_attempts,base_success_probability,clue_increment,attempt_cost,solution_reward,restart_value,max_attempts
voluntary_waiting,voluntary_waiting-pair-0221188,voluntary_waiting-ff51ac062ea3,train,221188,moderate_late,14.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221189,voluntary_waiting-d48bf2061e8e,validation,221189,moderate_late,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221190,voluntary_waiting-dc419663e46b,train,221190,moderate_late,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221191,voluntary_waiting-0d946c98e050,train,221191,moderate_late,14.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221192,voluntary_waiting-83856c078dc9,validation,221192,moderate_early,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221193,voluntary_waiting-7f3908aad618,test,221193,moderate_late,14.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221194,voluntary_waiting-b9494a01d9ed,train,221194,moderate_late,8.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221195,voluntary_waiting-db7fc59407b7,train,221195,moderate_early,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221196,voluntary_waiting-25a1fb76e6bf,train,221196,moderate_early,14.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221197,voluntary_waiting-be5dfafeab90,train,221197,moderate_early,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221198,voluntary_waiting-4cdea3ec4cfe,train,221198,moderate_early,8.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221199,voluntary_waiting-bcc97dab0d13,test,221199,moderate_late,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221200,voluntary_waiting-97767c25269b,train,221200,moderate_late,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221201,voluntary_waiting-c82836b64033,train,221201,moderate_early,14.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221202,voluntary_waiting-bf53667ffa21,train,221202,moderate_early,14.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221203,voluntary_waiting-dd4edbaeffd1,train,221203,moderate_early,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221204,voluntary_waiting-ff51ac062ea3,train,221204,moderate_late,14.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221205,voluntary_waiting-d48bf2061e8e,train,221205,moderate_late,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221206,voluntary_waiting-dc419663e46b,train,221206,moderate_late,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221207,voluntary_waiting-0d946c98e050,train,221207,moderate_late,14.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221208,voluntary_waiting-83856c078dc9,validation,221208,moderate_early,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221209,voluntary_waiting-7f3908aad618,train,221209,moderate_late,14.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221210,voluntary_waiting-b9494a01d9ed,train,221210,moderate_late,8.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221211,voluntary_waiting-db7fc59407b7,test,221211,moderate_early,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221212,voluntary_waiting-25a1fb76e6bf,train,221212,moderate_early,14.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221213,voluntary_waiting-be5dfafeab90,test,221213,moderate_early,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221214,voluntary_waiting-4cdea3ec4cfe,train,221214,moderate_early,8.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221215,voluntary_waiting-bcc97dab0d13,test,221215,moderate_late,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221216,voluntary_waiting-97767c25269b,train,221216,moderate_late,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221217,voluntary_waiting-c82836b64033,train,221217,moderate_early,14.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221218,voluntary_waiting-bf53667ffa21,train,221218,moderate_early,14.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221219,voluntary_waiting-dd4edbaeffd1,train,221219,moderate_early,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221220,voluntary_waiting-ff51ac062ea3,test,221220,moderate_late,14.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221221,voluntary_waiting-d48bf2061e8e,validation,221221,moderate_late,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221222,voluntary_waiting-dc419663e46b,validation,221222,moderate_late,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221223,voluntary_waiting-0d946c98e050,train,221223,moderate_late,14.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221224,voluntary_waiting-83856c078dc9,train,221224,moderate_early,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221225,voluntary_waiting-7f3908aad618,train,221225,moderate_late,14.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221226,voluntary_waiting-b9494a01d9ed,validation,221226,moderate_late,8.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221227,voluntary_waiting-db7fc59407b7,train,221227,moderate_early,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221228,voluntary_waiting-25a1fb76e6bf,train,221228,moderate_early,14.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221229,voluntary_waiting-be5dfafeab90,train,221229,moderate_early,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221230,voluntary_waiting-4cdea3ec4cfe,train,221230,moderate_early,8.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221231,voluntary_waiting-bcc97dab0d13,train,221231,moderate_late,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221232,voluntary_waiting-97767c25269b,train,221232,moderate_late,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221233,voluntary_waiting-c82836b64033,train,221233,moderate_early,14.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221234,voluntary_waiting-bf53667ffa21,train,221234,moderate_early,14.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221235,voluntary_waiting-dd4edbaeffd1,train,221235,moderate_early,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221236,voluntary_waiting-ff51ac062ea3,train,221236,moderate_late,14.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221237,voluntary_waiting-d48bf2061e8e,train,221237,moderate_late,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221238,voluntary_waiting-dc419663e46b,train,221238,moderate_late,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221239,voluntary_waiting-0d946c98e050,validation,221239,moderate_late,14.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221240,voluntary_waiting-83856c078dc9,train,221240,moderate_early,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221241,voluntary_waiting-7f3908aad618,train,221241,moderate_late,14.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221242,voluntary_waiting-b9494a01d9ed,train,221242,moderate_late,8.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221243,voluntary_waiting-db7fc59407b7,train,221243,moderate_early,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221244,voluntary_waiting-25a1fb76e6bf,train,221244,moderate_early,14.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221245,voluntary_waiting-be5dfafeab90,train,221245,moderate_early,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221246,voluntary_waiting-4cdea3ec4cfe,train,221246,moderate_early,8.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221247,voluntary_waiting-bcc97dab0d13,train,221247,moderate_late,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221248,voluntary_waiting-97767c25269b,validation,221248,moderate_late,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221249,voluntary_waiting-c82836b64033,validation,221249,moderate_early,14.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221250,voluntary_waiting-bf53667ffa21,train,221250,moderate_early,14.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221251,voluntary_waiting-dd4edbaeffd1,train,221251,moderate_early,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221252,voluntary_waiting-ff51ac062ea3,train,221252,moderate_late,14.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221253,voluntary_waiting-d48bf2061e8e,test,221253,moderate_late,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221254,voluntary_waiting-dc419663e46b,train,221254,moderate_late,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221255,voluntary_waiting-0d946c98e050,train,221255,moderate_late,14.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221256,voluntary_waiting-83856c078dc9,train,221256,moderate_early,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221257,voluntary_waiting-7f3908aad618,train,221257,moderate_late,14.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221258,voluntary_waiting-b9494a01d9ed,validation,221258,moderate_late,8.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221259,voluntary_waiting-db7fc59407b7,test,221259,moderate_early,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221260,voluntary_waiting-25a1fb76e6bf,train,221260,moderate_early,14.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221261,voluntary_waiting-be5dfafeab90,train,221261,moderate_early,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221262,voluntary_waiting-4cdea3ec4cfe,train,221262,moderate_early,8.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221263,voluntary_waiting-bcc97dab0d13,train,221263,moderate_late,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221264,voluntary_waiting-97767c25269b,train,221264,moderate_late,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221265,voluntary_waiting-c82836b64033,test,221265,moderate_early,14.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221266,voluntary_waiting-bf53667ffa21,train,221266,moderate_early,14.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221267,voluntary_waiting-dd4edbaeffd1,test,221267,moderate_early,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221268,voluntary_waiting-ff51ac062ea3,train,221268,moderate_late,14.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221269,voluntary_waiting-d48bf2061e8e,validation,221269,moderate_late,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221270,voluntary_waiting-dc419663e46b,validation,221270,moderate_late,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221271,voluntary_waiting-0d946c98e050,validation,221271,moderate_late,14.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221272,voluntary_waiting-83856c078dc9,train,221272,moderate_early,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221273,voluntary_waiting-7f3908aad618,train,221273,moderate_late,14.0,1.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221274,voluntary_waiting-b9494a01d9ed,train,221274,moderate_late,8.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221275,voluntary_waiting-db7fc59407b7,test,221275,moderate_early,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221276,voluntary_waiting-25a1fb76e6bf,validation,221276,moderate_early,14.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221277,voluntary_waiting-be5dfafeab90,train,221277,moderate_early,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221278,voluntary_waiting-4cdea3ec4cfe,train,221278,moderate_early,8.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221279,voluntary_waiting-bcc97dab0d13,train,221279,moderate_late,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221280,voluntary_waiting-97767c25269b,validation,221280,moderate_late,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,
voluntary_waiting,voluntary_waiting-pair-0221281,voluntary_waiting-c82836b64033,train,221281,moderate_early,14.0,3.0,4.0,,,,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231026,progressive_ratio-8bef50830e32,train,231026,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231027,progressive_ratio-33c8d8fc58d8,test,231027,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231028,progressive_ratio-a9ec056bc409,train,231028,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231029,progressive_ratio-f2d2eea929a6,train,231029,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231030,progressive_ratio-1cc84a9e481b,train,231030,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231031,progressive_ratio-39b6e7ada0c8,train,231031,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231032,progressive_ratio-c52331f86665,validation,231032,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231033,progressive_ratio-c0148ad44222,train,231033,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231034,progressive_ratio-f43c26b8715e,train,231034,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231035,progressive_ratio-b815f390962f,train,231035,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231036,progressive_ratio-6f76d875705b,train,231036,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231037,progressive_ratio-56bbd2cc4245,validation,231037,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231038,progressive_ratio-0275706c6e9d,validation,231038,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231039,progressive_ratio-80f034d63b85,train,231039,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231040,progressive_ratio-cdb2e64d780f,train,231040,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231041,progressive_ratio-e2766d6c1179,test,231041,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231042,progressive_ratio-8bef50830e32,train,231042,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231043,progressive_ratio-33c8d8fc58d8,train,231043,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231044,progressive_ratio-a9ec056bc409,train,231044,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231045,progressive_ratio-f2d2eea929a6,test,231045,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231046,progressive_ratio-1cc84a9e481b,train,231046,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231047,progressive_ratio-39b6e7ada0c8,train,231047,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231048,progressive_ratio-c52331f86665,test,231048,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231049,progressive_ratio-c0148ad44222,train,231049,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231050,progressive_ratio-f43c26b8715e,train,231050,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231051,progressive_ratio-b815f390962f,test,231051,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231052,progressive_ratio-6f76d875705b,train,231052,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231053,progressive_ratio-56bbd2cc4245,train,231053,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231054,progressive_ratio-0275706c6e9d,train,231054,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231055,progressive_ratio-80f034d63b85,train,231055,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231056,progressive_ratio-cdb2e64d780f,train,231056,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231057,progressive_ratio-e2766d6c1179,train,231057,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231058,progressive_ratio-8bef50830e32,validation,231058,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231059,progressive_ratio-33c8d8fc58d8,test,231059,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231060,progressive_ratio-a9ec056bc409,train,231060,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231061,progressive_ratio-f2d2eea929a6,test,231061,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231062,progressive_ratio-1cc84a9e481b,train,231062,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231063,progressive_ratio-39b6e7ada0c8,test,231063,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231064,progressive_ratio-c52331f86665,test,231064,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231065,progressive_ratio-c0148ad44222,train,231065,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231066,progressive_ratio-f43c26b8715e,train,231066,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231067,progressive_ratio-b815f390962f,train,231067,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231068,progressive_ratio-6f76d875705b,train,231068,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231069,progressive_ratio-56bbd2cc4245,train,231069,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231070,progressive_ratio-0275706c6e9d,train,231070,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231071,progressive_ratio-80f034d63b85,validation,231071,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231072,progressive_ratio-cdb2e64d780f,train,231072,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231073,progressive_ratio-e2766d6c1179,train,231073,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231074,progressive_ratio-8bef50830e32,train,231074,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231075,progressive_ratio-33c8d8fc58d8,train,231075,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231076,progressive_ratio-a9ec056bc409,train,231076,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231077,progressive_ratio-f2d2eea929a6,validation,231077,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231078,progressive_ratio-1cc84a9e481b,train,231078,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231079,progressive_ratio-39b6e7ada0c8,train,231079,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231080,progressive_ratio-c52331f86665,train,231080,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231081,progressive_ratio-c0148ad44222,train,231081,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231082,progressive_ratio-f43c26b8715e,test,231082,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231083,progressive_ratio-b815f390962f,test,231083,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231084,progressive_ratio-6f76d875705b,train,231084,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231085,progressive_ratio-56bbd2cc4245,train,231085,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231086,progressive_ratio-0275706c6e9d,train,231086,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231087,progressive_ratio-80f034d63b85,train,231087,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231088,progressive_ratio-cdb2e64d780f,validation,231088,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231089,progressive_ratio-e2766d6c1179,test,231089,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231090,progressive_ratio-8bef50830e32,train,231090,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231091,progressive_ratio-33c8d8fc58d8,train,231091,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231092,progressive_ratio-a9ec056bc409,test,231092,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231093,progressive_ratio-f2d2eea929a6,test,231093,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231094,progressive_ratio-1cc84a9e481b,test,231094,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231095,progressive_ratio-39b6e7ada0c8,train,231095,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231096,progressive_ratio-c52331f86665,train,231096,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
