task,pair_id,condition_id,split,seed,timing_environment,reward_magnitude,opportunity_cost,quit_payoff,ratio_schedule,effort_cost,outside_option,prior_investment,remaining_steps,step_cost,success_probability,evidence_accuracy,sample_cost,error_penalty,prior_a,true_state,max_samples,reinforcement_schedule,acquisition_trials,partial_probability,extinction_try_cost,expected_reward_per_trial,rounds,high_reward_bonus,high_effort_cost,high_success_probability
partial_reinforcement,partial_reinforcement-pair-0151027,partial_reinforcement-42ca339cd596,validation,151027,,,,,,,,,,,,,,,,,,partial,8.0,0.5,2.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151028,partial_reinforcement-3a29e9bd896d,train,151028,,,,,,,,,,,,,,,,,,continuous,8.0,0.5,0.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151029,partial_reinforcement-53ef88adcfc2,train,151029,,,,,,,,,,,,,,,,,,continuous,12.0,0.5,2.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151030,partial_reinforcement-d777d0a8991b,validation,151030,,,,,,,,,,,,,,,,,,continuous,8.0,0.5,0.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151031,partial_reinforcement-f82ffba5e0e0,train,151031,,,,,,,,,,,,,,,,,,partial,12.0,0.5,0.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151032,partial_reinforcement-22a44f118b6b,train,151032,,,,,,,,,,,,,,,,,,partial,12.0,0.5,2.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151033,partial_reinforcement-6d14f023e632,test,151033,,,,,,,,,,,,,,,,,,partial,8.0,0.5,0.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151034,partial_reinforcement-48de9c4a196f,train,151034,,,,,,,,,,,,,,,,,,partial,8.0,0.5,2.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151035,partial_reinforcement-691b97924893,test,151035,,,,,,,,,,,,,,,,,,continuous,12.0,0.5,2.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151036,partial_reinforcement-ca98e4f80a6c,test,151036,,,,,,,,,,,,,,,,,,partial,8.0,0.5,0.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151037,partial_reinforcement-b951fa4544c1,train,151037,,,,,,,,,,,,,,,,,,continuous,8.0,0.5,2.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151038,partial_reinforcement-662f412560fb,train,151038,,,,,,,,,,,,,,,,,,partial,12.0,0.5,2.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151039,partial_reinforcement-161d64b0a4c1,validation,151039,,,,,,,,,,,,,,,,,,continuous,8.0,0.5,2.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151040,partial_reinforcement-611e1d8d6add,train,151040,,,,,,,,,,,,,,,,,,continuous,12.0,0.5,0.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151041,partial_reinforcement-e7e7f3323d2a,train,151041,,,,,,,,,,,,,,,,,,continuous,12.0,0.5,0.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151042,partial_reinforcement-d868b7f5974a,train,151042,,,,,,,,,,,,,,,,,,partial,12.0,0.5,0.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151043,partial_reinforcement-42ca339cd596,train,151043,,,,,,,,,,,,,,,,,,partial,8.0,0.5,2.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151044,partial_reinforcement-3a29e9bd896d,train,151044,,,,,,,,,,,,,,,,,,continuous,8.0,0.5,0.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151045,partial_reinforcement-53ef88adcfc2,train,151045,,,,,,,,,,,,,,,,,,continuous,12.0,0.5,2.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151046,partial_reinforcement-d777d0a8991b,validation,151046,,,,,,,,,,,,,,,,,,continuous,8.0,0.5,0.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151047,partial_reinforcement-f82ffba5e0e0,test,151047,,,,,,,,,,,,,,,,,,partial,12.0,0.5,0.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151048,partial_reinforcement-22a44f118b6b,test,151048,,,,,,,,,,,,,,,,,,partial,12.0,0.5,2.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151049,partial_reinforcement-6d14f023e632,train,151049,,,,,,,,,,,,,,,,,,partial,8.0,0.5,0.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151050,partial_reinforcement-48de9c4a196f,train,151050,,,,,,,,,,,,,,,,,,partial,8.0,0.5,2.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151051,partial_reinforcement-691b97924893,train,151051,,,,,,,,,,,,,,,,,,continuous,12.0,0.5,2.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151052,partial_reinforcement-ca98e4f80a6c,train,151052,,,,,,,,,,,,,,,,,,partial,8.0,0.5,0.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151053,partial_reinforcement-b951fa4544c1,train,151053,,,,,,,,,,,,,,,,,,continuous,8.0,0.5,2.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151054,partial_reinforcement-662f412560fb,train,151054,,,,,,,,,,,,,,,,,,partial,12.0,0.5,2.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151055,partial_reinforcement-161d64b0a4c1,train,151055,,,,,,,,,,,,,,,,,,continuous,8.0,0.5,2.0,2.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151056,partial_reinforcement-611e1d8d6add,train,151056,,,,,,,,,,,,,,,,,,continuous,12.0,0.5,0.0,4.0,,,,
partial_reinforcement,partial_reinforcement-pair-0151057,partial_reinforcement-e7e7f3323d2a,train,151057,,,,,,,,,,,,,,,,,,continuous,12.0,0.5,0.0,2.0,,,,
independent_effort_control,independent_effort_control-pair-0161026,independent_effort_control-1a2f709d4c2a,validation,161026,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,5.0,0.5
independent_effort_control,independent_effort_control-pair-0161027,independent_effort_control-b874d9508328,test,161027,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,2.0,0.5
independent_effort_control,independent_effort_control-pair-0161028,independent_effort_control-5e6c2a6767d5,train,161028,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,2.0,0.8
independent_effort_control,independent_effort_control-pair-0161029,independent_effort_control-cac9add05c01,test,161029,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,5.0,0.8
independent_effort_control,independent_effort_control-pair-0161030,independent_effort_control-dc5c7dc09122,train,161030,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,5.0,0.5
independent_effort_control,independent_effort_control-pair-0161031,independent_effort_control-1f799e69d58c,train,161031,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,2.0,0.5
independent_effort_control,independent_effort_control-pair-0161032,independent_effort_control-5dde632f681c,train,161032,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,5.0,0.8
independent_effort_control,independent_effort_control-pair-0161033,independent_effort_control-aef6d7ba1ff8,train,161033,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,2.0,0.8
independent_effort_control,independent_effort_control-pair-0161034,independent_effort_control-1a2f709d4c2a,train,161034,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,5.0,0.5
independent_effort_control,independent_effort_control-pair-0161035,independent_effort_control-b874d9508328,train,161035,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,2.0,0.5
independent_effort_control,independent_effort_control-pair-0161036,independent_effort_control-5e6c2a6767d5,test,161036,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,2.0,0.8
independent_effort_control,independent_effort_control-pair-0161037,independent_effort_control-cac9add05c01,train,161037,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,5.0,0.8
independent_effort_control,independent_effort_control-pair-0161038,independent_effort_control-dc5c7dc09122,train,161038,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,5.0,0.5
independent_effort_control,independent_effort_control-pair-0161039,independent_effort_control-1f799e69d58c,train,161039,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,2.0,0.5
independent_effort_control,independent_effort_control-pair-0161040,independent_effort_control-5dde632f681c,train,161040,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,5.0,0.8
independent_effort_control,independent_effort_control-pair-0161041,independent_effort_control-aef6d7ba1ff8,validation,161041,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,2.0,0.8
